key,subject,motion,source,cx,cy
fixation_user10_left_session_1_0_2_w051_a001010,10,fixation,sam2_repeat_0,208.33,123.61
fixation_user10_left_session_1_0_2_w051_a001010,10,fixation,sam2_repeat_1,208.38,123.64
fixation_user10_left_session_1_0_2_w051_a001010,10,fixation,sam2_repeat_2,208.38,123.61
fixation_user10_left_session_1_0_2_w051_a001010,10,fixation,sam2_repeat_3,208.45,123.61
fixation_user10_left_session_1_0_2_w051_a001010,10,fixation,sam2_repeat_4,209.4,123.65
fixation_user10_left_session_1_0_2_w061_a001110,10,fixation,human_ellipse,230.0,126.0
fixation_user10_left_session_1_0_2_w061_a001110,10,fixation,unet,229.099,124.411
fixation_user10_left_session_1_0_2_w061_a001110,10,fixation,gsam2,229.55,125.37
fixation_user10_left_session_1_0_2_w061_a001110,10,fixation,pred,228.011,121.602
fixation_user10_left_session_1_0_2_w061_a001110,10,fixation,ellseg,230.417,126.317
fixation_user10_left_session_1_0_2_w061_a001110,10,fixation,ritnet,230.416,125.551
fixation_user10_left_session_1_0_2_w061_a001110,10,fixation,edge_guided,230.506,126.152
fixation_user10_left_session_1_0_2_w061_a001110,10,fixation,deepvog,230.081,125.394
fixation_user10_left_session_1_0_2_w061_a001110,10,fixation,yoloe,229.79,125.05
fixation_user10_left_session_1_0_2_w061_a001110,10,fixation,sam2_repeat_0,229.5,125.26
fixation_user10_left_session_1_0_2_w061_a001110,10,fixation,sam2_repeat_1,229.58,125.46
fixation_user10_left_session_1_0_2_w061_a001110,10,fixation,sam2_repeat_2,229.58,125.34
fixation_user10_left_session_1_0_2_w061_a001110,10,fixation,sam2_repeat_3,229.58,125.25
fixation_user10_left_session_1_0_2_w061_a001110,10,fixation,sam2_repeat_4,230.64,125.33
fixation_user10_left_session_1_0_2_w071_a001510,10,fixation,human_ellipse,148.0,117.0
fixation_user10_left_session_1_0_2_w071_a001510,10,fixation,unet,146.651,115.654
fixation_user10_left_session_1_0_2_w071_a001510,10,fixation,gsam2,147.24,116.79
fixation_user10_left_session_1_0_2_w071_a001510,10,fixation,pred,142.582,122.794
fixation_user10_left_session_1_0_2_w071_a001510,10,fixation,ellseg,148.164,117.361
fixation_user10_left_session_1_0_2_w071_a001510,10,fixation,ritnet,146.04,115.19
fixation_user10_left_session_1_0_2_w071_a001510,10,fixation,edge_guided,148.522,117.488
fixation_user10_left_session_1_0_2_w071_a001510,10,fixation,deepvog,198.767,223.255
fixation_user10_left_session_1_0_2_w071_a001510,10,fixation,yoloe,147.127,116.476
fixation_user10_left_session_1_0_2_w071_a001510,10,fixation,sam2_repeat_0,147.22,116.61
fixation_user10_left_session_1_0_2_w071_a001510,10,fixation,sam2_repeat_1,147.15,116.88
fixation_user10_left_session_1_0_2_w071_a001510,10,fixation,sam2_repeat_2,147.3,116.64
fixation_user10_left_session_1_0_2_w071_a001510,10,fixation,sam2_repeat_3,147.41,116.6
fixation_user10_left_session_1_0_2_w071_a001510,10,fixation,sam2_repeat_4,148.49,116.72
fixation_user10_left_session_1_0_2_w081_a001610,10,fixation,human_ellipse,230.0,143.0
fixation_user10_left_session_1_0_2_w081_a001610,10,fixation,unet,229.216,141.7
fixation_user10_left_session_1_0_2_w081_a001610,10,fixation,gsam2,229.55,142.57
fixation_user10_left_session_1_0_2_w081_a001610,10,fixation,pred,229.358,140.58
fixation_user10_left_session_1_0_2_w081_a001610,10,fixation,ellseg,230.286,143.317
fixation_user10_left_session_1_0_2_w081_a001610,10,fixation,ritnet,229.994,142.801
fixation_user10_left_session_1_0_2_w081_a001610,10,fixation,edge_guided,230.252,143.494
fixation_user10_left_session_1_0_2_w081_a001610,10,fixation,deepvog,230.019,142.221
fixation_user10_left_session_1_0_2_w081_a001610,10,fixation,yoloe,224.966,145.412
fixation_user10_left_session_1_0_2_w081_a001610,10,fixation,sam2_repeat_0,229.44,142.53
fixation_user10_left_session_1_0_2_w081_a001610,10,fixation,sam2_repeat_1,229.53,142.54
fixation_user10_left_session_1_0_2_w081_a001610,10,fixation,sam2_repeat_2,229.51,142.51
fixation_user10_left_session_1_0_2_w081_a001610,10,fixation,sam2_repeat_3,229.52,142.33
fixation_user10_left_session_1_0_2_w081_a001610,10,fixation,sam2_repeat_4,230.55,142.46
fixation_user10_left_session_1_0_2_w091_a001710,10,fixation,human_ellipse,228.0,133.0
fixation_user10_left_session_1_0_2_w091_a001710,10,fixation,unet,226.795,131.268
fixation_user10_left_session_1_0_2_w091_a001710,10,fixation,gsam2,227.27,132.35
fixation_user10_left_session_1_0_2_w091_a001710,10,fixation,pred,225.799,133.018
fixation_user10_left_session_1_0_2_w091_a001710,10,fixation,ellseg,228.057,132.894
fixation_user10_left_session_1_0_2_w091_a001710,10,fixation,ritnet,227.932,132.459
fixation_user10_left_session_1_0_2_w091_a001710,10,fixation,edge_guided,228.113,133.014
fixation_user10_left_session_1_0_2_w091_a001710,10,fixation,deepvog,227.458,131.92
fixation_user10_left_session_1_0_2_w091_a001710,10,fixation,yoloe,221.568,132.529
fixation_user10_left_session_1_0_2_w091_a001710,10,fixation,sam2_repeat_0,227.25,132.17
fixation_user10_left_session_1_0_2_w091_a001710,10,fixation,sam2_repeat_1,227.31,132.48
fixation_user10_left_session_1_0_2_w091_a001710,10,fixation,sam2_repeat_2,227.33,132.23
fixation_user10_left_session_1_0_2_w091_a001710,10,fixation,sam2_repeat_3,227.38,132.23
fixation_user10_left_session_1_0_2_w091_a001710,10,fixation,sam2_repeat_4,228.26,132.66
fixation_user10_left_session_1_0_2_w101_a001810,10,fixation,human_ellipse,222.0,122.0
fixation_user10_left_session_1_0_2_w101_a001810,10,fixation,unet,220.903,121.299
fixation_user10_left_session_1_0_2_w101_a001810,10,fixation,gsam2,221.08,121.89
fixation_user10_left_session_1_0_2_w101_a001810,10,fixation,pred,222.308,124.743
fixation_user10_left_session_1_0_2_w101_a001810,10,fixation,ellseg,222.242,122.818
fixation_user10_left_session_1_0_2_w101_a001810,10,fixation,ritnet,222.029,121.899
fixation_user10_left_session_1_0_2_w101_a001810,10,fixation,edge_guided,221.845,122.831
fixation_user10_left_session_1_0_2_w101_a001810,10,fixation,deepvog,221.628,121.548
fixation_user10_left_session_1_0_2_w101_a001810,10,fixation,yoloe,221.365,122.41
fixation_user10_left_session_1_0_2_w101_a001810,10,fixation,sam2_repeat_0,221.05,121.92
fixation_user10_left_session_1_0_2_w101_a001810,10,fixation,sam2_repeat_1,221.16,122.05
fixation_user10_left_session_1_0_2_w101_a001810,10,fixation,sam2_repeat_2,221.14,122.04
fixation_user10_left_session_1_0_2_w101_a001810,10,fixation,sam2_repeat_3,221.19,121.88
fixation_user10_left_session_1_0_2_w101_a001810,10,fixation,sam2_repeat_4,222.27,121.92
fixation_user10_left_session_1_0_2_w111_a002010,10,fixation,human_ellipse,204.0,107.0
fixation_user10_left_session_1_0_2_w111_a002010,10,fixation,unet,202.729,105.63
fixation_user10_left_session_1_0_2_w111_a002010,10,fixation,gsam2,203.24,106.46
fixation_user10_left_session_1_0_2_w111_a002010,10,fixation,pred,205.759,104.224
fixation_user10_left_session_1_0_2_w111_a002010,10,fixation,ellseg,204.086,107.545
fixation_user10_left_session_1_0_2_w111_a002010,10,fixation,ritnet,203.852,106.719
fixation_user10_left_session_1_0_2_w111_a002010,10,fixation,edge_guided,204.126,107.413
fixation_user10_left_session_1_0_2_w111_a002010,10,fixation,deepvog,203.754,107.683
fixation_user10_left_session_1_0_2_w111_a002010,10,fixation,yoloe,203.03,105.445
fixation_user10_left_session_1_0_2_w111_a002010,10,fixation,sam2_repeat_0,203.23,106.45
fixation_user10_left_session_1_0_2_w111_a002010,10,fixation,sam2_repeat_1,203.27,106.52
fixation_user10_left_session_1_0_2_w111_a002010,10,fixation,sam2_repeat_2,203.27,106.52
fixation_user10_left_session_1_0_2_w111_a002010,10,fixation,sam2_repeat_3,203.22,106.41
fixation_user10_left_session_1_0_2_w111_a002010,10,fixation,sam2_repeat_4,204.49,106.47
fixation_user10_left_session_1_0_2_w121_a002110,10,fixation,human_ellipse,193.0,115.0
fixation_user10_left_session_1_0_2_w121_a002110,10,fixation,unet,191.569,113.943
fixation_user10_left_session_1_0_2_w121_a002110,10,fixation,gsam2,191.75,114.51
fixation_user10_left_session_1_0_2_w121_a002110,10,fixation,pred,189.493,115.126
fixation_user10_left_session_1_0_2_w121_a002110,10,fixation,ellseg,192.81,115.109
fixation_user10_left_session_1_0_2_w121_a002110,10,fixation,ritnet,192.375,114.675
fixation_user10_left_session_1_0_2_w121_a002110,10,fixation,edge_guided,192.909,115.17
fixation_user10_left_session_1_0_2_w121_a002110,10,fixation,deepvog,193.02,115.225
fixation_user10_left_session_1_0_2_w121_a002110,10,fixation,yoloe,191.856,113.802
fixation_user10_left_session_1_0_2_w121_a002110,10,fixation,sam2_repeat_0,191.71,114.5
fixation_user10_left_session_1_0_2_w121_a002110,10,fixation,sam2_repeat_1,191.79,114.55
fixation_user10_left_session_1_0_2_w121_a002110,10,fixation,sam2_repeat_2,191.8,114.53
fixation_user10_left_session_1_0_2_w121_a002110,10,fixation,sam2_repeat_3,191.77,114.45
fixation_user10_left_session_1_0_2_w121_a002110,10,fixation,sam2_repeat_4,192.94,114.57
fixation_user10_left_session_1_0_2_w131_a002210,10,fixation,human_ellipse,184.0,130.0
fixation_user10_left_session_1_0_2_w131_a002210,10,fixation,unet,183.087,128.631
fixation_user10_left_session_1_0_2_w131_a002210,10,fixation,gsam2,183.8,128.68
fixation_user10_left_session_1_0_2_w131_a002210,10,fixation,pred,181.607,126.338
fixation_user10_left_session_1_0_2_w131_a002210,10,fixation,ellseg,184.404,129.823
fixation_user10_left_session_1_0_2_w131_a002210,10,fixation,ritnet,183.896,129.246
fixation_user10_left_session_1_0_2_w131_a002210,10,fixation,edge_guided,184.409,129.691
fixation_user10_left_session_1_0_2_w131_a002210,10,fixation,deepvog,184.757,127.719
fixation_user10_left_session_1_0_2_w131_a002210,10,fixation,yoloe,183.655,127.508
fixation_user10_left_session_1_0_2_w131_a002210,10,fixation,sam2_repeat_0,183.69,128.74
fixation_user10_left_session_1_0_2_w131_a002210,10,fixation,sam2_repeat_1,183.85,128.79
fixation_user10_left_session_1_0_2_w131_a002210,10,fixation,sam2_repeat_2,183.79,128.77
fixation_user10_left_session_1_0_2_w131_a002210,10,fixation,sam2_repeat_3,183.89,128.41
fixation_user10_left_session_1_0_2_w131_a002210,10,fixation,sam2_repeat_4,184.55,128.95
fixation_user10_left_session_1_0_2_w141_a002410,10,fixation,human_ellipse,170.0,146.0
fixation_user10_left_session_1_0_2_w141_a002410,10,fixation,unet,169.144,144.939
fixation_user10_left_session_1_0_2_w141_a002410,10,fixation,gsam2,169.25,144.67
fixation_user10_left_session_1_0_2_w141_a002410,10,fixation,pred,161.973,149.909
fixation_user10_left_session_1_0_2_w141_a002410,10,fixation,ellseg,170.203,145.27
fixation_user10_left_session_1_0_2_w141_a002410,10,fixation,ritnet,170.11,144.554
fixation_user10_left_session_1_0_2_w141_a002410,10,fixation,edge_guided,170.186,145.472
fixation_user10_left_session_1_0_2_w141_a002410,10,fixation,deepvog,177.259,143.521
fixation_user10_left_session_1_0_2_w141_a002410,10,fixation,yoloe,168.908,143.736
fixation_user10_left_session_1_0_2_w141_a002410,10,fixation,sam2_repeat_0,169.23,144.59
fixation_user10_left_session_1_0_2_w141_a002410,10,fixation,sam2_repeat_1,169.31,144.76
fixation_user10_left_session_1_0_2_w141_a002410,10,fixation,sam2_repeat_2,169.32,144.68
fixation_user10_left_session_1_0_2_w141_a002410,10,fixation,sam2_repeat_3,169.29,144.61
fixation_user10_left_session_1_0_2_w141_a002410,10,fixation,sam2_repeat_4,170.43,144.71
fixation_user10_left_session_1_0_2_w151_a002510,10,fixation,human_ellipse,163.0,142.0
fixation_user10_left_session_1_0_2_w151_a002510,10,fixation,unet,162.151,140.2
fixation_user10_left_session_1_0_2_w151_a002510,10,fixation,gsam2,162.8,140.1
fixation_user10_left_session_1_0_2_w151_a002510,10,fixation,pred,165.447,140.956
fixation_user10_left_session_1_0_2_w151_a002510,10,fixation,ellseg,163.391,141.434
fixation_user10_left_session_1_0_2_w151_a002510,10,fixation,ritnet,163.36,140.915
fixation_user10_left_session_1_0_2_w151_a002510,10,fixation,edge_guided,163.287,141.535
fixation_user10_left_session_1_0_2_w151_a002510,10,fixation,deepvog,167.212,140.778
fixation_user10_left_session_1_0_2_w151_a002510,10,fixation,yoloe,162.584,139.96
fixation_user10_left_session_1_0_2_w151_a002510,10,fixation,sam2_repeat_0,162.78,140.11
fixation_user10_left_session_1_0_2_w151_a002510,10,fixation,sam2_repeat_1,162.64,140.42
fixation_user10_left_session_1_0_2_w151_a002510,10,fixation,sam2_repeat_2,162.8,140.16
fixation_user10_left_session_1_0_2_w151_a002510,10,fixation,sam2_repeat_3,162.82,139.97
fixation_user10_left_session_1_0_2_w151_a002510,10,fixation,sam2_repeat_4,163.72,140.64
fixation_user1_left_session_1_0_2_w000_a000010,1,fixation,human_ellipse,168.0,138.0
fixation_user1_left_session_1_0_2_w000_a000010,1,fixation,unet,167.058,137.224
fixation_user1_left_session_1_0_2_w000_a000010,1,fixation,gsam2,167.43,137.69
fixation_user1_left_session_1_0_2_w000_a000010,1,fixation,pred,164.169,137.023
fixation_user1_left_session_1_0_2_w000_a000010,1,fixation,ellseg,168.405,138.461
fixation_user1_left_session_1_0_2_w000_a000010,1,fixation,ritnet,168.103,137.843
fixation_user1_left_session_1_0_2_w000_a000010,1,fixation,edge_guided,168.578,138.685
fixation_user1_left_session_1_0_2_w000_a000010,1,fixation,deepvog,167.965,138.455
fixation_user1_left_session_1_0_2_w000_a000010,1,fixation,yoloe,167.473,137.159
fixation_user1_left_session_1_0_2_w000_a000010,1,fixation,sam2_repeat_0,167.43,137.67
fixation_user1_left_session_1_0_2_w000_a000010,1,fixation,sam2_repeat_1,167.45,137.75
fixation_user1_left_session_1_0_2_w000_a000010,1,fixation,sam2_repeat_2,167.46,137.74
fixation_user1_left_session_1_0_2_w000_a000010,1,fixation,sam2_repeat_3,167.46,137.67
fixation_user1_left_session_1_0_2_w000_a000010,1,fixation,sam2_repeat_4,168.6,137.73
fixation_user1_left_session_1_0_2_w010_a000110,1,fixation,human_ellipse,167.0,140.0
fixation_user1_left_session_1_0_2_w010_a000110,1,fixation,unet,166.487,138.418
fixation_user1_left_session_1_0_2_w010_a000110,1,fixation,gsam2,166.95,138.6
fixation_user1_left_session_1_0_2_w010_a000110,1,fixation,pred,166.19,137.082
fixation_user1_left_session_1_0_2_w010_a000110,1,fixation,ellseg,167.886,139.371
fixation_user1_left_session_1_0_2_w010_a000110,1,fixation,ritnet,167.678,138.903
fixation_user1_left_session_1_0_2_w010_a000110,1,fixation,edge_guided,168.137,139.663
fixation_user1_left_session_1_0_2_w010_a000110,1,fixation,deepvog,167.523,139.503
fixation_user1_left_session_1_0_2_w010_a000110,1,fixation,yoloe,167.082,138.314
fixation_user1_left_session_1_0_2_w010_a000110,1,fixation,sam2_repeat_0,166.94,138.61
fixation_user1_left_session_1_0_2_w010_a000110,1,fixation,sam2_repeat_1,166.95,138.67
fixation_user1_left_session_1_0_2_w010_a000110,1,fixation,sam2_repeat_2,166.92,138.66
fixation_user1_left_session_1_0_2_w010_a000110,1,fixation,sam2_repeat_3,166.94,138.53
fixation_user1_left_session_1_0_2_w010_a000110,1,fixation,sam2_repeat_4,168.1,138.64
fixation_user1_left_session_1_0_2_w020_a000210,1,fixation,human_ellipse,219.0,162.0
fixation_user1_left_session_1_0_2_w020_a000210,1,fixation,unet,218.361,160.566
fixation_user1_left_session_1_0_2_w020_a000210,1,fixation,gsam2,218.52,161.05
fixation_user1_left_session_1_0_2_w020_a000210,1,fixation,pred,203.057,157.802
fixation_user1_left_session_1_0_2_w020_a000210,1,fixation,ellseg,219.027,161.622
fixation_user1_left_session_1_0_2_w020_a000210,1,fixation,ritnet,218.997,161.134
fixation_user1_left_session_1_0_2_w020_a000210,1,fixation,edge_guided,219.454,162.027
fixation_user1_left_session_1_0_2_w020_a000210,1,fixation,deepvog,219.11,161.219
fixation_user1_left_session_1_0_2_w020_a000210,1,fixation,yoloe,218.937,160.233
fixation_user1_left_session_1_0_2_w020_a000210,1,fixation,sam2_repeat_0,218.46,161.01
fixation_user1_left_session_1_0_2_w020_a000210,1,fixation,sam2_repeat_1,218.53,161.17
fixation_user1_left_session_1_0_2_w020_a000210,1,fixation,sam2_repeat_2,218.51,161.08
fixation_user1_left_session_1_0_2_w020_a000210,1,fixation,sam2_repeat_3,218.53,161.01
fixation_user1_left_session_1_0_2_w020_a000210,1,fixation,sam2_repeat_4,219.7,160.98
fixation_user1_left_session_1_0_2_w030_a000310,1,fixation,human_ellipse,135.0,138.0
fixation_user1_left_session_1_0_2_w030_a000310,1,fixation,unet,133.841,136.606
fixation_user1_left_session_1_0_2_w030_a000310,1,fixation,gsam2,134.15,137.13
fixation_user1_left_session_1_0_2_w030_a000310,1,fixation,pred,158.96,107.336
fixation_user1_left_session_1_0_2_w030_a000310,1,fixation,ellseg,134.974,137.709
fixation_user1_left_session_1_0_2_w030_a000310,1,fixation,ritnet,134.85,136.783
fixation_user1_left_session_1_0_2_w030_a000310,1,fixation,edge_guided,134.981,137.754
fixation_user1_left_session_1_0_2_w030_a000310,1,fixation,yoloe,134.606,135.744
fixation_user1_left_session_1_0_2_w030_a000310,1,fixation,sam2_repeat_0,134.15,136.95
fixation_user1_left_session_1_0_2_w030_a000310,1,fixation,sam2_repeat_1,134.2,137.16
fixation_user1_left_session_1_0_2_w030_a000310,1,fixation,sam2_repeat_2,134.26,136.97
fixation_user1_left_session_1_0_2_w030_a000310,1,fixation,sam2_repeat_3,134.29,136.9
fixation_user1_left_session_1_0_2_w030_a000310,1,fixation,sam2_repeat_4,135.33,136.98
fixation_user1_left_session_1_0_2_w040_a000910,1,fixation,human_ellipse,140.0,150.0
fixation_user1_left_session_1_0_2_w040_a000910,1,fixation,unet,139.36,148.145
fixation_user1_left_session_1_0_2_w040_a000910,1,fixation,gsam2,139.5,148.84
fixation_user1_left_session_1_0_2_w040_a000910,1,fixation,pred,137.334,147.276
fixation_user1_left_session_1_0_2_w040_a000910,1,fixation,ellseg,140.218,149.357
fixation_user1_left_session_1_0_2_w040_a000910,1,fixation,ritnet,140.108,148.776
fixation_user1_left_session_1_0_2_w040_a000910,1,fixation,edge_guided,140.304,149.505
fixation_user1_left_session_1_0_2_w040_a000910,1,fixation,deepvog,140.019,150.08
fixation_user1_left_session_1_0_2_w040_a000910,1,fixation,yoloe,139.851,147.771
fixation_user1_left_session_1_0_2_w040_a000910,1,fixation,sam2_repeat_0,139.52,148.78
fixation_user1_left_session_1_0_2_w040_a000910,1,fixation,sam2_repeat_1,139.5,148.87
fixation_user1_left_session_1_0_2_w040_a000910,1,fixation,sam2_repeat_2,139.51,148.84
fixation_user1_left_session_1_0_2_w040_a000910,1,fixation,sam2_repeat_3,139.54,148.71
fixation_user1_left_session_1_0_2_w040_a000910,1,fixation,sam2_repeat_4,140.71,148.84
fixation_user1_left_session_1_0_2_w050_a001110,1,fixation,human_ellipse,136.0,144.0
fixation_user1_left_session_1_0_2_w050_a001110,1,fixation,unet,134.997,143.512
fixation_user1_left_session_1_0_2_w050_a001110,1,fixation,gsam2,135.26,144.05
fixation_user1_left_session_1_0_2_w050_a001110,1,fixation,pred,136.467,141.218
fixation_user1_left_session_1_0_2_w050_a001110,1,fixation,ellseg,136.198,144.502
fixation_user1_left_session_1_0_2_w050_a001110,1,fixation,ritnet,135.909,143.752
fixation_user1_left_session_1_0_2_w050_a001110,1,fixation,edge_guided,136.23,144.445
fixation_user1_left_session_1_0_2_w050_a001110,1,fixation,deepvog,150.352,236.369
fixation_user1_left_session_1_0_2_w050_a001110,1,fixation,yoloe,135.399,144.272
fixation_user1_left_session_1_0_2_w050_a001110,1,fixation,sam2_repeat_0,135.26,143.99
fixation_user1_left_session_1_0_2_w050_a001110,1,fixation,sam2_repeat_1,135.31,144.15
fixation_user1_left_session_1_0_2_w050_a001110,1,fixation,sam2_repeat_2,135.28,144.11
fixation_user1_left_session_1_0_2_w050_a001110,1,fixation,sam2_repeat_3,135.43,143.99
fixation_user1_left_session_1_0_2_w050_a001110,1,fixation,sam2_repeat_4,136.53,144.06
fixation_user1_left_session_1_0_2_w060_a001210,1,fixation,human_ellipse,139.0,142.0
fixation_user1_left_session_1_0_2_w060_a001210,1,fixation,unet,137.779,140.598
fixation_user1_left_session_1_0_2_w060_a001210,1,fixation,gsam2,137.9,141.12
fixation_user1_left_session_1_0_2_w060_a001210,1,fixation,pred,135.46,136.29
fixation_user1_left_session_1_0_2_w060_a001210,1,fixation,ellseg,138.697,141.635
fixation_user1_left_session_1_0_2_w060_a001210,1,fixation,ritnet,138.333,140.627
fixation_user1_left_session_1_0_2_w060_a001210,1,fixation,edge_guided,138.969,141.681
fixation_user1_left_session_1_0_2_w060_a001210,1,fixation,deepvog,154.167,224.645
fixation_user1_left_session_1_0_2_w060_a001210,1,fixation,yoloe,138.405,139.697
fixation_user1_left_session_1_0_2_w060_a001210,1,fixation,sam2_repeat_0,137.9,141.1
fixation_user1_left_session_1_0_2_w060_a001210,1,fixation,sam2_repeat_1,137.92,141.12
fixation_user1_left_session_1_0_2_w060_a001210,1,fixation,sam2_repeat_2,137.92,141.16
