key,motion,good,valid,cx,cy,r_equiv,area,score,gt_cx,gt_cy,gt_r,err,radius_ratio
fixation_user1_left_session_1_0_2_w100_a002110,fixation,1,1,169.328,129.984,15.037,750.0,,169.0,130.0,15.632,0.329,0.962
fixation_user1_left_session_1_0_2_w110_a002210,fixation,1,1,159.589,135.694,14.912,741.0,,159.0,136.0,15.312,0.664,0.974
fixation_user1_left_session_1_0_2_w120_a002310,fixation,1,1,151.024,136.885,13.753,634.0,,151.0,136.0,14.353,0.886,0.958
fixation_user1_left_session_1_0_2_w130_a002410,fixation,1,1,140.04,148.36,14.91,742.0,,140.0,149.0,15.526,0.641,0.96
fixation_user1_left_session_1_0_2_w140_a002510,fixation,1,1,134.199,150.85,14.32,685.0,,133.0,151.0,15.015,1.208,0.954
fixation_user1_left_session_1_0_2_w150_a002610,fixation,1,1,132.339,176.483,17.488,1006.0,,132.0,177.0,18.336,0.618,0.954
fixation_user1_right_session_1_0_2_w160_a000010,fixation,1,1,197.733,126.922,18.447,1120.0,,197.0,127.0,18.66,0.737,0.989
fixation_user2_left_session_1_0_2_w002_a000110,fixation,1,1,162.274,122.823,14.892,739.0,,162.0,122.0,15.204,0.867,0.979
fixation_user2_left_session_1_0_2_w012_a000310,fixation,1,1,134.415,118.428,10.031,345.0,,134.0,120.0,9.589,1.626,1.046
fixation_user2_left_session_1_0_2_w022_a000510,fixation,1,1,159.11,139.954,15.614,806.0,,159.0,139.0,16.495,0.961,0.947
fixation_user2_left_session_1_0_2_w032_a000610,fixation,1,1,137.847,138.682,12.519,529.0,,137.0,138.0,12.898,1.087,0.971
fixation_user2_left_session_1_0_2_w042_a000710,fixation,1,1,134.35,140.702,12.463,525.0,,134.0,140.0,13.428,0.784,0.928
fixation_user2_left_session_1_0_2_w052_a000910,fixation,1,1,171.736,121.646,16.248,875.0,,171.0,121.0,17.103,0.979,0.95
fixation_user2_left_session_1_0_2_w062_a001110,fixation,1,1,202.717,117.859,15.99,846.0,,202.0,118.0,16.23,0.731,0.985
fixation_user2_left_session_1_0_2_w072_a001410,fixation,1,1,144.137,113.148,12.545,531.0,,144.0,113.0,12.889,0.202,0.973
fixation_user2_left_session_1_0_2_w082_a001610,fixation,1,1,201.924,133.751,17.222,979.0,,202.0,133.0,17.674,0.755,0.974
fixation_user2_left_session_1_0_2_w092_a001710,fixation,1,1,200.202,115.099,17.435,1004.0,,200.0,115.0,17.697,0.225,0.985
fixation_user2_left_session_1_0_2_w102_a001810,fixation,1,1,191.279,107.276,14.618,712.0,,191.0,107.0,15.009,0.392,0.974
fixation_user2_left_session_1_0_2_w112_a001910,fixation,1,1,186.487,106.664,14.631,714.0,,186.0,106.0,14.866,0.823,0.984
fixation_user2_left_session_1_0_2_w122_a002010,fixation,1,1,176.967,114.378,14.989,747.0,,176.0,114.0,15.813,1.038,0.948
fixation_user2_left_session_1_0_2_w132_a002110,fixation,1,1,165.635,116.858,14.167,670.0,,165.0,117.0,14.394,0.651,0.984
fixation_user2_left_session_1_0_2_w142_a002210,fixation,1,1,161.266,139.024,16.955,949.0,,161.0,139.0,17.388,0.267,0.975
fixation_user2_left_session_1_0_2_w152_a002310,fixation,1,1,151.95,143.021,15.28,777.0,,151.0,143.0,15.722,0.95,0.972
fixation_user3_left_session_1_0_2_w003_a000110,fixation,1,1,161.4,107.438,15.312,779.0,,161.0,107.0,16.094,0.594,0.951
fixation_user3_left_session_1_0_2_w013_a000210,fixation,1,1,215.104,131.087,17.327,991.0,,215.0,131.0,18.189,0.135,0.953
fixation_user3_left_session_1_0_2_w023_a000310,fixation,1,1,123.033,105.591,10.929,407.0,,123.0,105.0,11.998,0.591,0.911
fixation_user3_left_session_1_0_2_w033_a000710,fixation,1,1,122.023,129.346,13.139,579.0,,122.0,129.0,14.069,0.347,0.934
fixation_user3_left_session_1_0_2_w043_a001510,fixation,1,1,142.993,91.556,11.266,432.0,,143.0,91.0,11.746,0.556,0.959
fixation_user3_left_session_1_0_2_w053_a001610,fixation,1,1,219.633,130.335,15.787,828.0,,220.0,130.0,16.219,0.496,0.973
fixation_user3_left_session_1_0_2_w063_a001810,fixation,1,1,201.117,104.928,13.221,584.0,,201.0,105.0,14.321,0.137,0.923
fixation_user3_left_session_1_0_2_w073_a001910,fixation,1,1,190.281,91.114,11.743,467.0,,190.0,90.0,12.648,1.149,0.928
fixation_user3_left_session_1_0_2_w083_a002010,fixation,1,1,179.718,85.465,10.1,349.0,,180.0,85.0,10.733,0.544,0.941
fixation_user3_left_session_1_0_2_w093_a002510,fixation,1,1,129.68,133.847,14.47,697.0,,129.0,133.0,14.816,1.086,0.977
fixation_user3_left_session_1_0_2_w103_a002710,fixation,1,1,119.483,122.98,11.395,441.0,,119.0,122.0,11.981,1.093,0.951
fixation_user3_right_session_1_0_2_w113_a000110,fixation,1,1,189.686,92.012,15.308,776.0,,190.0,92.0,15.658,0.314,0.978
fixation_user3_right_session_1_0_2_w123_a000210,fixation,1,1,234.997,118.534,15.579,807.0,,235.0,118.0,16.139,0.534,0.965
fixation_user3_right_session_1_0_2_w133_a000310,fixation,1,1,133.74,82.652,13.519,612.0,,133.0,82.0,13.78,0.987,0.981
fixation_user3_right_session_1_0_2_w143_a000710,fixation,1,1,140.606,109.412,15.346,784.0,,140.0,109.0,16.079,0.733,0.954
fixation_user3_right_session_1_0_2_w153_a001010,fixation,1,1,216.142,89.774,13.459,607.0,,216.0,90.0,13.917,0.267,0.967
fixation_user4_left_session_1_0_2_w004_a000110,fixation,1,1,132.256,137.259,17.269,986.0,,131.0,137.0,18.033,1.283,0.958
fixation_user4_left_session_1_0_2_w014_a000210,fixation,1,1,187.444,159.662,19.076,1197.0,,187.0,159.0,19.962,0.798,0.956
fixation_user4_left_session_1_0_2_w024_a000310,fixation,1,1,95.668,131.162,14.548,707.0,,95.0,131.0,15.461,0.688,0.941
fixation_user4_left_session_1_0_2_w034_a001010,fixation,1,1,138.992,130.977,16.787,932.0,,139.0,131.0,17.039,0.024,0.985
fixation_user4_left_session_1_0_2_w044_a001210,fixation,1,1,96.735,136.877,13.031,570.0,,96.0,137.0,13.577,0.745,0.96
fixation_user4_left_session_1_0_2_w054_a001610,fixation,1,1,179.739,145.033,17.738,1039.0,,180.0,145.0,18.342,0.263,0.967
fixation_user4_left_session_1_0_2_w064_a002010,fixation,1,1,134.057,125.91,15.651,813.0,,134.0,126.0,15.697,0.106,0.997
fixation_user4_left_session_1_0_2_w074_a002110,fixation,1,1,124.637,124.275,14.391,692.0,,125.0,124.0,15.125,0.455,0.951
fixation_user4_left_session_1_0_2_w084_a002210,fixation,1,1,112.501,131.878,14.742,725.0,,112.0,131.0,15.013,1.01,0.982
fixation_user4_left_session_1_0_2_w094_a002310,fixation,1,1,104.303,135.25,15.325,780.0,,104.0,135.0,15.832,0.393,0.968
fixation_user4_left_session_1_0_2_w104_a002410,fixation,1,1,96.028,141.178,14.541,704.0,,96.0,140.0,15.209,1.178,0.956
fixation_user4_left_session_1_0_2_w114_a002510,fixation,1,1,93.059,143.677,14.555,709.0,,93.0,143.0,15.243,0.68,0.955
fixation_user4_left_session_1_0_2_w124_a002610,fixation,1,1,89.327,169.946,15.3,781.0,,90.0,169.0,15.337,1.161,0.998
fixation_user4_right_session_1_0_2_w134_a000110,fixation,1,1,201.842,123.69,17.469,1008.0,,202.0,123.0,18.231,0.708,0.958
fixation_user4_right_session_1_0_2_w144_a000210,fixation,1,1,246.193,154.342,16.368,890.0,,246.0,153.0,16.801,1.356,0.974
fixation_user4_right_session_1_0_2_w154_a000310,fixation,1,1,148.638,114.955,17.7,1035.0,,148.0,115.0,18.298,0.639,0.967
fixation_user5_left_session_1_0_2_w005_a000110,fixation,1,1,204.441,130.037,15.527,802.0,,204.0,130.0,16.4,0.443,0.947
fixation_user5_left_session_1_0_2_w015_a000210,fixation,1,1,204.731,129.094,15.413,789.0,,205.0,129.0,16.505,0.285,0.934
fixation_user5_left_session_1_0_2_w025_a000410,fixation,1,1,203.407,131.398,15.616,808.0,,203.0,131.0,16.193,0.57,0.964
fixation_user5_left_session_1_0_2_w035_a000510,fixation,1,1,182.654,156.661,16.363,887.0,,183.0,157.0,17.024,0.484,0.961
fixation_user5_left_session_1_0_2_w045_a000610,fixation,1,1,172.377,151.735,16.053,853.0,,173.0,152.0,16.003,0.677,1.003
fixation_user5_left_session_1_0_2_w055_a001310,fixation,1,1,243.657,123.219,12.851,555.0,,243.0,122.0,13.033,1.385,0.986
fixation_user5_left_session_1_0_2_w065_a001410,fixation,1,1,247.419,120.08,12.056,490.0,,248.0,120.0,12.652,0.587,0.953
fixation_user5_left_session_1_0_2_w075_a001510,fixation,1,1,233.748,114.829,11.647,459.0,,233.0,115.0,12.104,0.767,0.962
fixation_user5_left_session_1_0_2_w085_a001610,fixation,1,1,248.686,131.345,12.644,535.0,,248.0,131.0,13.307,0.768,0.95
fixation_user5_left_session_1_0_2_w095_a001710,fixation,1,1,240.509,129.905,12.156,496.0,,240.0,130.0,12.959,0.518,0.938
fixation_user5_left_session_1_0_2_w105_a001910,fixation,1,1,220.603,145.815,14.318,684.0,,221.0,145.0,14.825,0.907,0.966
fixation_user5_left_session_1_0_2_w115_a002110,fixation,1,1,196.537,158.431,15.89,835.0,,195.0,158.0,16.348,1.596,0.972
fixation_user5_left_session_1_0_2_w125_a002210,fixation,1,1,193.038,159.461,15.538,802.0,,192.0,160.0,15.98,1.169,0.972
fixation_user5_left_session_1_0_2_w135_a002310,fixation,1,1,185.097,162.116,14.576,706.0,,184.0,162.0,14.6,1.103,0.998
fixation_user5_left_session_1_0_2_w145_a002510,fixation,1,1,168.506,151.236,13.037,571.0,,169.0,151.0,13.536,0.547,0.963
fixation_user5_right_session_1_0_2_w155_a000110,fixation,1,1,189.912,110.085,16.21,871.0,,190.0,110.0,17.069,0.122,0.95
fixation_user6_left_session_1_0_2_w006_a000110,fixation,1,1,169.683,103.799,13.635,620.0,,170.0,104.0,14.999,0.376,0.909
fixation_user6_left_session_1_0_2_w016_a000210,fixation,1,1,217.947,126.477,14.369,690.0,,218.0,127.0,14.397,0.525,0.998
fixation_user6_left_session_1_0_2_w026_a000310,fixation,1,1,130.933,97.022,9.78,328.0,,130.0,97.0,10.059,0.934,0.972
fixation_user6_left_session_1_0_2_w036_a000610,fixation,1,1,184.382,115.255,15.592,805.0,,185.0,116.0,16.795,0.968,0.928
fixation_user6_left_session_1_0_2_w046_a000910,fixation,1,1,138.441,107.433,11.444,443.0,,139.0,108.0,11.525,0.796,0.993
fixation_user6_left_session_1_0_2_w056_a001010,fixation,1,1,130.053,107.38,10.507,378.0,,130.0,107.0,11.681,0.383,0.9
fixation_user6_left_session_1_0_2_w066_a001110,fixation,1,1,130.662,105.356,10.121,350.0,,131.0,104.0,11.01,1.397,0.919
fixation_user6_left_session_1_0_2_w076_a001210,fixation,1,1,133.861,101.675,10.37,367.0,,133.0,101.0,10.662,1.094,0.973
fixation_user6_left_session_1_0_2_w086_a001310,fixation,1,1,138.51,94.987,10.336,363.0,,139.0,94.0,10.886,1.102,0.95
fixation_user6_left_session_1_0_2_w096_a001610,fixation,1,1,213.219,104.354,12.359,512.0,,214.0,104.0,13.449,0.858,0.919
fixation_user6_left_session_1_0_2_w106_a001710,fixation,1,1,203.663,96.626,12.198,502.0,,204.0,97.0,12.835,0.504,0.95
fixation_user6_left_session_1_0_2_w116_a001810,fixation,1,1,191.884,89.352,11.081,417.0,,191.0,88.0,11.647,1.616,0.951
fixation_user6_left_session_1_0_2_w126_a001910,fixation,1,1,178.54,85.257,11.857,475.0,,179.0,85.0,12.221,0.527,0.97
fixation_user6_left_session_1_0_2_w136_a002010,fixation,1,1,174.986,84.278,10.648,385.0,,175.0,84.0,10.973,0.278,0.97
fixation_user6_left_session_1_0_2_w146_a002110,fixation,1,1,162.25,87.838,9.269,295.0,,161.0,87.0,9.965,1.505,0.93
fixation_user6_left_session_1_0_2_w156_a002210,fixation,1,1,151.488,89.783,9.354,302.0,,150.0,89.0,9.836,1.681,0.951
fixation_user7_left_session_1_0_2_w007_a000110,fixation,1,1,137.448,88.153,10.533,376.0,,138.0,88.0,10.929,0.573,0.964
fixation_user7_left_session_1_0_2_w017_a000210,fixation,1,1,185.312,107.234,12.791,549.0,,186.0,107.0,13.292,0.727,0.962
fixation_user7_left_session_1_0_2_w027_a000310,fixation,1,1,103.453,86.876,8.445,249.0,,103.0,87.0,7.923,0.47,1.066
fixation_user7_left_session_1_0_2_w037_a001010,fixation,1,1,100.589,96.413,9.098,286.0,,101.0,96.0,9.661,0.583,0.942
fixation_user7_left_session_1_0_2_w047_a001110,fixation,1,1,100.806,94.35,9.306,298.0,,101.0,94.0,9.588,0.4,0.971
fixation_user7_left_session_1_0_2_w057_a001510,fixation,1,1,186.247,94.832,12.804,550.0,,187.0,95.0,13.195,0.772,0.97
fixation_user7_left_session_1_0_2_w067_a001610,fixation,1,1,178.625,91.272,13.23,586.0,,178.0,91.0,13.45,0.681,0.984
fixation_user7_left_session_1_0_2_w077_a001710,fixation,1,1,171.846,84.72,12.176,500.0,,172.0,85.0,12.662,0.32,0.962
fixation_user7_left_session_1_0_2_w087_a001810,fixation,1,1,160.212,79.909,11.401,441.0,,160.0,80.0,12.033,0.23,0.948
fixation_user7_left_session_1_0_2_w097_a001910,fixation,1,1,148.124,74.19,10.616,384.0,,148.0,74.0,10.546,0.227,1.007
fixation_user7_left_session_1_0_2_w107_a002010,fixation,1,1,143.16,74.404,10.147,350.0,,143.0,74.0,9.963,0.435,1.018
fixation_user7_left_session_1_0_2_w117_a002110,fixation,1,1,129.226,78.082,9.696,323.0,,129.0,78.0,10.313,0.241,0.94
fixation_user7_left_session_1_0_2_w127_a002210,fixation,1,1,119.57,79.418,9.103,286.0,,120.0,79.0,9.794,0.6,0.929
fixation_user7_left_session_1_0_2_w137_a002310,fixation,1,1,108.11,86.338,9.813,329.0,,108.0,87.0,9.974,0.672,0.984
fixation_user7_left_session_1_0_2_w147_a002410,fixation,1,1,99.98,87.044,8.591,255.0,,99.0,87.0,8.697,0.981,0.988
fixation_user7_left_session_1_0_2_w157_a002510,fixation,1,1,91.801,104.734,8.984,279.0,,91.0,104.0,9.401,1.086,0.956
fixation_user8_left_session_1_0_2_w008_a000110,fixation,1,1,143.911,104.817,10.938,406.0,,144.0,104.0,11.953,0.822,0.915
fixation_user8_left_session_1_0_2_w018_a000210,fixation,1,1,196.068,121.494,11.54,450.0,,197.0,121.0,12.413,1.055,0.93
fixation_user8_left_session_1_0_2_w028_a000310,fixation,1,1,107.684,103.507,8.006,223.0,,108.0,103.0,7.902,0.597,1.013
fixation_user8_left_session_1_0_2_w038_a001110,fixation,1,1,109.32,109.204,8.178,234.0,,110.0,108.0,8.712,1.383,0.939
fixation_user8_left_session_1_0_2_w048_a001210,fixation,1,1,110.279,106.149,8.391,246.0,,110.0,105.0,8.927,1.183,0.94
fixation_user8_left_session_1_0_2_w058_a001310,fixation,1,1,112.59,102.104,8.803,269.0,,112.0,102.0,9.355,0.599,0.941
fixation_user8_left_session_1_0_2_w068_a001810,fixation,1,1,165.682,87.027,12.023,488.0,,166.0,87.0,12.159,0.319,0.989
fixation_user8_left_session_1_0_2_w078_a002010,fixation,1,1,148.608,81.404,10.343,366.0,,148.0,81.0,10.501,0.73,0.985
fixation_user8_left_session_1_0_2_w088_a002110,fixation,1,1,138.038,84.451,8.614,256.0,,138.0,84.0,8.973,0.453,0.96
fixation_user8_left_session_1_0_2_w098_a002210,fixation,1,1,128.92,89.571,8.74,263.0,,129.0,89.0,8.969,0.577,0.974
fixation_user8_left_session_1_0_2_w108_a002310,fixation,1,1,119.35,94.322,7.54,200.0,,119.0,94.0,7.821,0.476,0.964
fixation_user8_left_session_1_0_2_w118_a002410,fixation,1,1,112.444,104.196,8.442,247.0,,112.0,104.0,8.579,0.485,0.984
fixation_user8_left_session_1_0_2_w128_a002510,fixation,1,1,106.752,113.306,7.872,217.0,,107.0,112.0,8.605,1.33,0.915
fixation_user8_left_session_1_0_2_w138_a002610,fixation,1,1,107.322,130.935,9.878,335.0,,107.0,130.0,10.489,0.988,0.942
fixation_user8_right_session_1_0_2_w148_a000110,fixation,1,1,186.42,78.006,11.596,456.0,,186.0,78.0,12.434,0.42,0.933
fixation_user8_right_session_1_0_2_w158_a000210,fixation,1,1,232.345,102.586,10.606,382.0,,232.0,103.0,10.565,0.539,1.004
fixation_user9_left_session_1_0_2_w009_a000210,fixation,1,1,214.705,149.77,22.769,1694.0,,215.0,150.0,23.153,0.374,0.983
fixation_user9_left_session_1_0_2_w019_a000310,fixation,1,1,129.343,124.571,13.059,573.0,,128.0,124.0,14.383,1.459,0.908
fixation_user9_left_session_1_0_2_w029_a000610,fixation,1,1,139.223,150.648,17.148,973.0,,139.0,150.0,17.129,0.685,1.001
fixation_user9_left_session_1_0_2_w039_a000710,fixation,1,1,127.045,152.347,15.889,840.0,,127.0,152.0,16.819,0.35,0.945
fixation_user9_left_session_1_0_2_w049_a001510,fixation,1,1,131.429,125.717,16.2,869.0,,130.0,125.0,16.877,1.599,0.96
fixation_user9_left_session_1_0_2_w059_a001610,fixation,1,1,223.878,153.406,22.497,1653.0,,224.0,153.0,23.349,0.424,0.963
fixation_user9_left_session_1_0_2_w069_a001710,fixation,1,1,213.095,147.143,22.613,1671.0,,213.0,147.0,23.718,0.172,0.953
fixation_user9_left_session_1_0_2_w079_a001810,fixation,1,1,205.298,131.382,21.644,1532.0,,205.0,131.0,21.954,0.484,0.986
fixation_user9_left_session_1_0_2_w089_a001910,fixation,1,1,191.087,119.214,19.037,1189.0,,191.0,119.0,19.347,0.231,0.984
fixation_user9_left_session_1_0_2_w099_a002010,fixation,1,1,184.327,113.949,16.465,899.0,,184.0,114.0,17.014,0.331,0.968
fixation_user9_left_session_1_0_2_w109_a002110,fixation,1,1,172.483,123.398,17.788,1045.0,,172.0,124.0,17.997,0.772,0.988
fixation_user9_left_session_1_0_2_w119_a002210,fixation,1,1,159.771,130.355,18.395,1115.0,,160.0,130.0,19.045,0.422,0.966
fixation_user9_left_session_1_0_2_w129_a002310,fixation,1,1,150.884,152.849,20.475,1373.0,,150.0,153.0,20.628,0.897,0.993
fixation_user9_left_session_1_0_2_w139_a002510,fixation,1,1,137.891,162.345,18.261,1100.0,,137.0,162.0,18.184,0.955,1.004
fixation_user9_left_session_1_0_2_w149_a002610,fixation,1,1,130.887,147.798,16.656,919.0,,131.0,147.0,17.031,0.806,0.978
fixation_user9_left_session_1_0_2_w159_a002710,fixation,1,1,127.875,142.552,16.254,878.0,,128.0,142.0,16.933,0.566,0.96
saccade_user10_left_session_1_0_2_w001_a000810,saccade,1,1,163.477,134.984,17.882,1054.0,,163.0,134.0,17.987,1.093,0.994
saccade_user10_left_session_1_0_2_w011_a001210,saccade,1,1,223.96,122.228,16.811,935.0,,224.0,122.0,17.108,0.231,0.983
saccade_user10_left_session_1_0_2_w021_a001310,saccade,1,1,189.321,113.793,15.051,754.0,,189.0,114.0,15.744,0.382,0.956
saccade_user10_left_session_1_0_2_w031_a002610,saccade,1,1,153.868,131.884,15.889,840.0,,154.0,132.0,16.321,0.176,0.974
saccade_user10_right_session_1_0_2_w041_a000410,saccade,1,1,249.416,119.402,16.75,930.0,,249.0,119.0,16.96,0.578,0.988
saccade_user10_right_session_1_0_2_w051_a000510,saccade,1,1,226.642,112.762,18.459,1120.0,,226.0,113.0,18.632,0.684,0.991
saccade_user10_right_session_1_0_2_w061_a000610,saccade,1,1,197.459,106.414,17.74,1039.0,,196.0,106.0,17.764,1.516,0.999
saccade_user10_right_session_1_0_2_w071_a000810,saccade,1,1,203.326,101.002,16.997,954.0,,202.0,101.0,17.371,1.326,0.978
saccade_user10_right_session_1_0_2_w081_a001210,saccade,1,1,261.564,97.711,12.992,567.0,,262.0,97.0,13.168,0.834,0.987
saccade_user10_right_session_1_0_2_w091_a001410,saccade,1,1,209.369,78.127,14.46,693.0,,209.0,78.0,14.978,0.39,0.965
saccade_user10_right_session_1_0_2_w101_a001510,saccade,1,1,183.586,81.149,14.242,675.0,,183.0,81.0,14.489,0.605,0.983
saccade_user10_right_session_1_0_2_w111_a002610,saccade,1,1,189.716,93.629,16.236,873.0,,189.0,94.0,16.733,0.806,0.97
saccade_user1_left_session_1_0_2_w000_a000410,saccade,1,1,203.561,163.126,22.074,1592.0,,204.0,163.0,22.327,0.457,0.989
saccade_user1_left_session_1_0_2_w010_a000510,saccade,1,1,190.7,158.573,20.943,1438.0,,191.0,158.0,21.48,0.647,0.975
saccade_user1_left_session_1_0_2_w020_a000610,saccade,1,1,177.077,153.593,19.273,1220.0,,178.0,154.0,20.037,1.008,0.962
saccade_user1_left_session_1_0_2_w030_a000710,saccade,1,1,159.737,150.013,17.76,1041.0,,159.0,150.0,18.639,0.737,0.953
saccade_user1_left_session_1_0_2_w040_a001310,saccade,1,1,143.267,137.123,15.681,814.0,,143.0,136.0,16.358,1.155,0.959
saccade_user1_left_session_1_0_2_w050_a001410,saccade,1,1,145.375,134.634,14.825,732.0,,145.0,134.0,16.145,0.737,0.918
saccade_user1_left_session_1_0_2_w060_a001510,saccade,1,1,225.122,148.921,18.879,1173.0,,225.0,148.0,19.961,0.929,0.946
saccade_user1_left_session_1_0_2_w070_a001610,saccade,1,1,219.228,145.831,19.225,1214.0,,219.0,145.0,20.163,0.861,0.953
saccade_user1_left_session_1_0_2_w080_a001810,saccade,1,1,198.017,130.378,16.366,887.0,,198.0,130.0,17.07,0.378,0.959
saccade_user1_right_session_1_0_2_w090_a000310,saccade,1,1,153.865,119.248,16.98,954.0,,154.0,119.0,17.347,0.283,0.979
saccade_user1_right_session_1_0_2_w100_a000410,saccade,1,1,229.789,156.456,18.56,1136.0,,229.0,156.0,19.169,0.911,0.968
saccade_user1_right_session_1_0_2_w110_a000610,saccade,1,1,206.33,143.968,17.998,1069.0,,206.0,144.0,18.683,0.331,0.963
saccade_user1_right_session_1_0_2_w120_a000710,saccade,1,1,189.642,138.876,17.299,987.0,,189.0,139.0,18.169,0.654,0.952
saccade_user1_right_session_1_0_2_w129_a000910,saccade,1,1,162.93,132.398,18.275,1100.0,,162.0,132.0,18.508,1.011,0.987
saccade_user1_right_session_1_0_2_w137_a001310,saccade,1,1,165.319,116.647,16.837,937.0,,165.0,116.0,17.137,0.722,0.983
saccade_user1_right_session_1_0_2_w144_a001410,saccade,1,1,167.04,114.358,15.896,840.0,,166.0,114.0,15.985,1.1,0.994
saccade_user1_right_session_1_0_2_w149_a001510,saccade,1,1,241.635,144.075,15.247,774.0,,241.0,143.0,15.579,1.249,0.979
saccade_user1_right_session_1_0_2_w153_a001810,saccade,1,1,223.174,119.57,14.824,731.0,,223.0,119.0,15.168,0.596,0.977
saccade_user2_left_session_1_0_2_w002_a000210,saccade,1,1,205.601,138.217,16.075,858.0,,206.0,138.0,16.747,0.454,0.96
saccade_user2_left_session_1_0_2_w012_a000410,saccade,1,1,198.806,138.771,16.833,938.0,,199.0,139.0,17.388,0.3,0.968
saccade_user2_left_session_1_0_2_w022_a000810,saccade,1,1,147.803,131.719,16.476,898.0,,147.0,131.0,17.03,1.078,0.967
saccade_user2_left_session_1_0_2_w032_a001010,saccade,1,1,199.15,117.855,16.461,897.0,,199.0,118.0,16.624,0.209,0.99
saccade_user2_left_session_1_0_2_w042_a001210,saccade,1,1,184.107,112.291,14.458,698.0,,184.0,112.0,14.732,0.31,0.981
saccade_user2_left_session_1_0_2_w052_a001310,saccade,1,1,157.705,111.286,13.244,589.0,,157.0,111.0,13.6,0.761,0.974
saccade_user2_left_session_1_0_2_w062_a001510,saccade,1,1,137.812,116.062,11.915,479.0,,137.0,117.0,11.669,1.241,1.021
saccade_user2_right_session_1_0_2_w072_a000410,saccade,1,1,216.045,149.638,15.641,813.0,,215.0,149.0,16.035,1.225,0.975
saccade_user2_right_session_1_0_2_w082_a000510,saccade,1,1,175.317,150.842,16.336,885.0,,175.0,151.0,17.161,0.354,0.952
