key,motion,good,valid,cx,cy,r_equiv,area,score,gt_cx,gt_cy,gt_r,err,radius_ratio
fixation_user2_left_session_1_0_2_w002_a000110,fixation,1,1,162.378,122.751,14.829,733.0,,162.0,122.0,15.204,0.841,0.975
fixation_user2_left_session_1_0_2_w012_a000310,fixation,1,0,,,,,,134.0,120.0,9.589,,
fixation_user2_left_session_1_0_2_w022_a000510,fixation,1,1,159.087,139.586,16.092,854.0,,159.0,139.0,16.495,0.593,0.976
fixation_user2_left_session_1_0_2_w032_a000610,fixation,1,1,138.034,138.638,12.649,539.0,,137.0,138.0,12.898,1.215,0.981
fixation_user2_left_session_1_0_2_w042_a000710,fixation,1,1,134.608,140.676,12.432,520.0,,134.0,140.0,13.428,0.909,0.926
fixation_user2_left_session_1_0_2_w052_a000910,fixation,1,1,171.898,121.874,16.377,888.0,,171.0,121.0,17.103,1.253,0.958
fixation_user2_left_session_1_0_2_w062_a001110,fixation,1,1,202.688,117.965,16.303,876.0,,202.0,118.0,16.23,0.688,1.005
fixation_user2_left_session_1_0_2_w072_a001410,fixation,1,1,144.379,113.265,12.652,538.0,,144.0,113.0,12.889,0.463,0.982
fixation_user2_left_session_1_0_2_w082_a001610,fixation,1,1,202.144,133.954,17.379,996.0,,202.0,133.0,17.674,0.964,0.983
fixation_user2_left_session_1_0_2_w092_a001710,fixation,1,1,200.379,115.188,17.582,1019.0,,200.0,115.0,17.697,0.424,0.993
fixation_user2_left_session_1_0_2_w102_a001810,fixation,1,1,191.499,107.389,14.714,722.0,,191.0,107.0,15.009,0.633,0.98
fixation_user2_left_session_1_0_2_w112_a001910,fixation,1,1,186.68,106.684,14.647,715.0,,186.0,106.0,14.866,0.964,0.985
fixation_user2_left_session_1_0_2_w122_a002010,fixation,1,1,176.937,114.531,15.054,753.0,,176.0,114.0,15.813,1.077,0.952
fixation_user2_left_session_1_0_2_w132_a002110,fixation,1,1,165.701,117.132,14.135,666.0,,165.0,117.0,14.394,0.713,0.982
fixation_user2_left_session_1_0_2_w142_a002210,fixation,1,1,161.41,139.098,17.27,981.0,,161.0,139.0,17.388,0.421,0.993
fixation_user2_left_session_1_0_2_w152_a002310,fixation,1,1,152.035,142.903,15.569,806.0,,151.0,143.0,15.722,1.039,0.99
fixation_user3_left_session_1_0_2_w003_a000110,fixation,1,1,161.37,107.539,15.37,785.0,,161.0,107.0,16.094,0.653,0.955
fixation_user3_left_session_1_0_2_w013_a000210,fixation,1,1,215.377,131.526,17.431,1004.0,,215.0,131.0,18.189,0.647,0.958
fixation_user3_left_session_1_0_2_w023_a000310,fixation,1,1,123.243,105.492,11.276,429.0,,123.0,105.0,11.998,0.549,0.94
fixation_user3_left_session_1_0_2_w033_a000710,fixation,1,1,122.162,129.229,13.211,585.0,,122.0,129.0,14.069,0.281,0.939
fixation_user3_left_session_1_0_2_w043_a001510,fixation,1,1,143.002,91.451,11.227,429.0,,143.0,91.0,11.746,0.451,0.956
fixation_user3_left_session_1_0_2_w053_a001610,fixation,1,1,220.059,130.636,15.899,839.0,,220.0,130.0,16.219,0.639,0.98
fixation_user3_left_session_1_0_2_w063_a001810,fixation,1,1,201.714,105.293,13.417,602.0,,201.0,105.0,14.321,0.772,0.937
fixation_user3_left_session_1_0_2_w073_a001910,fixation,1,1,190.368,91.134,11.668,461.0,,190.0,90.0,12.648,1.192,0.923
fixation_user3_left_session_1_0_2_w083_a002010,fixation,1,1,179.874,85.389,10.165,353.0,,180.0,85.0,10.733,0.409,0.947
fixation_user3_left_session_1_0_2_w093_a002510,fixation,1,1,129.668,133.568,14.56,706.0,,129.0,133.0,14.816,0.877,0.983
fixation_user3_left_session_1_0_2_w103_a002710,fixation,1,1,119.467,122.893,11.418,443.0,,119.0,122.0,11.981,1.008,0.953
fixation_user3_right_session_1_0_2_w113_a000110,fixation,1,1,189.874,92.307,15.684,813.0,,190.0,92.0,15.658,0.332,1.002
fixation_user3_right_session_1_0_2_w123_a000210,fixation,1,1,235.285,118.707,15.745,824.0,,235.0,118.0,16.139,0.762,0.976
fixation_user3_right_session_1_0_2_w133_a000310,fixation,1,1,133.747,82.567,13.454,607.0,,133.0,82.0,13.78,0.938,0.976
fixation_user3_right_session_1_0_2_w143_a000710,fixation,1,1,140.606,109.367,15.463,796.0,,140.0,109.0,16.079,0.709,0.962
fixation_user3_right_session_1_0_2_w153_a001010,fixation,1,1,216.424,90.39,13.683,625.0,,216.0,90.0,13.917,0.576,0.983
fixation_user4_left_session_1_0_2_w004_a000110,fixation,1,1,132.389,137.223,17.287,988.0,,131.0,137.0,18.033,1.407,0.959
fixation_user4_left_session_1_0_2_w014_a000210,fixation,1,1,187.694,159.914,19.171,1208.0,,187.0,159.0,19.962,1.147,0.96
fixation_user4_left_session_1_0_2_w024_a000310,fixation,1,1,95.692,130.972,14.703,719.0,,95.0,131.0,15.461,0.693,0.951
fixation_user4_left_session_1_0_2_w034_a001010,fixation,1,1,138.969,131.254,16.847,939.0,,139.0,131.0,17.039,0.256,0.989
fixation_user4_left_session_1_0_2_w044_a001210,fixation,1,1,96.545,136.849,12.946,562.0,,96.0,137.0,13.577,0.565,0.954
fixation_user4_left_session_1_0_2_w054_a001610,fixation,1,1,179.974,145.237,17.859,1053.0,,180.0,145.0,18.342,0.238,0.974
fixation_user4_left_session_1_0_2_w064_a002010,fixation,1,1,134.191,125.926,15.668,815.0,,134.0,126.0,15.697,0.205,0.998
fixation_user4_left_session_1_0_2_w074_a002110,fixation,1,1,124.712,124.201,14.438,696.0,,125.0,124.0,15.125,0.351,0.955
fixation_user4_left_session_1_0_2_w084_a002210,fixation,1,1,112.436,131.89,14.69,720.0,,112.0,131.0,15.013,0.991,0.979
fixation_user4_left_session_1_0_2_w094_a002310,fixation,1,1,104.423,135.174,15.351,782.0,,104.0,135.0,15.832,0.457,0.97
fixation_user4_left_session_1_0_2_w104_a002410,fixation,1,1,96.255,141.014,14.497,699.0,,96.0,140.0,15.209,1.046,0.953
fixation_user4_left_session_1_0_2_w114_a002510,fixation,1,1,93.479,143.467,14.798,729.0,,93.0,143.0,15.243,0.669,0.971
fixation_user4_left_session_1_0_2_w124_a002610,fixation,1,1,89.592,169.936,15.375,788.0,,90.0,169.0,15.337,1.021,1.002
fixation_user4_right_session_1_0_2_w134_a000110,fixation,1,1,202.375,123.723,17.598,1022.0,,202.0,123.0,18.231,0.815,0.965
fixation_user4_right_session_1_0_2_w144_a000210,fixation,1,1,246.089,154.271,16.473,901.0,,246.0,153.0,16.801,1.274,0.981
fixation_user4_right_session_1_0_2_w154_a000310,fixation,1,1,148.769,115.055,17.62,1025.0,,148.0,115.0,18.298,0.771,0.963
fixation_user5_left_session_1_0_2_w005_a000110,fixation,1,1,204.623,130.083,15.583,807.0,,204.0,130.0,16.4,0.628,0.95
fixation_user5_left_session_1_0_2_w015_a000210,fixation,1,1,204.955,129.329,15.509,798.0,,205.0,129.0,16.505,0.332,0.94
fixation_user5_left_session_1_0_2_w025_a000410,fixation,1,1,203.475,131.529,15.837,830.0,,203.0,131.0,16.193,0.711,0.978
fixation_user5_left_session_1_0_2_w035_a000510,fixation,1,1,182.998,156.645,16.496,899.0,,183.0,157.0,17.024,0.355,0.969
fixation_user5_left_session_1_0_2_w045_a000610,fixation,1,1,172.581,152.354,16.394,887.0,,173.0,152.0,16.003,0.548,1.024
fixation_user5_left_session_1_0_2_w055_a001310,fixation,1,1,243.76,123.025,12.93,562.0,,243.0,122.0,13.033,1.276,0.992
fixation_user5_left_session_1_0_2_w065_a001410,fixation,1,1,247.467,120.126,12.047,489.0,,248.0,120.0,12.652,0.548,0.952
fixation_user5_left_session_1_0_2_w075_a001510,fixation,1,1,233.802,115.201,11.746,465.0,,233.0,115.0,12.104,0.827,0.97
fixation_user5_left_session_1_0_2_w085_a001610,fixation,1,1,248.703,131.116,12.579,531.0,,248.0,131.0,13.307,0.712,0.945
fixation_user5_left_session_1_0_2_w095_a001710,fixation,1,1,241.038,130.339,12.284,506.0,,240.0,130.0,12.959,1.091,0.948
fixation_user5_left_session_1_0_2_w105_a001910,fixation,1,1,220.815,145.991,14.492,701.0,,221.0,145.0,14.825,1.008,0.978
fixation_user5_left_session_1_0_2_w115_a002110,fixation,1,1,196.627,158.34,16.035,849.0,,195.0,158.0,16.348,1.662,0.981
fixation_user5_left_session_1_0_2_w125_a002210,fixation,1,1,193.124,159.467,15.489,796.0,,192.0,160.0,15.98,1.244,0.969
fixation_user5_left_session_1_0_2_w135_a002310,fixation,1,1,185.216,162.24,14.505,700.0,,184.0,162.0,14.6,1.239,0.994
fixation_user5_left_session_1_0_2_w145_a002510,fixation,1,1,168.916,151.209,13.178,583.0,,169.0,151.0,13.536,0.225,0.974
fixation_user5_right_session_1_0_2_w155_a000110,fixation,1,1,189.866,110.512,16.459,897.0,,190.0,110.0,17.069,0.53,0.964
fixation_user6_left_session_1_0_2_w006_a000110,fixation,1,1,170.066,104.376,13.786,633.0,,170.0,104.0,14.999,0.381,0.919
fixation_user6_left_session_1_0_2_w016_a000210,fixation,1,1,218.353,126.485,14.399,692.0,,218.0,127.0,14.397,0.624,1.0
fixation_user6_left_session_1_0_2_w026_a000310,fixation,1,1,131.141,97.124,9.582,314.0,,130.0,97.0,10.059,1.147,0.953
fixation_user6_left_session_1_0_2_w036_a000610,fixation,1,1,184.92,115.444,16.212,869.0,,185.0,116.0,16.795,0.562,0.965
fixation_user6_left_session_1_0_2_w046_a000910,fixation,1,1,138.78,107.641,11.625,457.0,,139.0,108.0,11.525,0.421,1.009
fixation_user6_left_session_1_0_2_w056_a001010,fixation,1,1,130.28,107.681,10.909,405.0,,130.0,107.0,11.681,0.736,0.934
fixation_user6_left_session_1_0_2_w066_a001110,fixation,1,1,130.683,105.63,10.339,363.0,,131.0,104.0,11.01,1.66,0.939
fixation_user6_left_session_1_0_2_w076_a001210,fixation,1,1,133.949,101.834,10.439,372.0,,133.0,101.0,10.662,1.264,0.979
fixation_user6_left_session_1_0_2_w086_a001310,fixation,1,1,138.697,95.375,10.261,359.0,,139.0,94.0,10.886,1.408,0.943
fixation_user6_left_session_1_0_2_w096_a001610,fixation,1,1,213.569,104.923,12.729,540.0,,214.0,104.0,13.449,1.019,0.947
fixation_user6_left_session_1_0_2_w106_a001710,fixation,1,1,204.202,96.874,12.474,524.0,,204.0,97.0,12.835,0.238,0.972
fixation_user6_left_session_1_0_2_w116_a001810,fixation,1,1,192.197,89.43,11.326,436.0,,191.0,88.0,11.647,1.865,0.972
fixation_user6_left_session_1_0_2_w126_a001910,fixation,1,1,178.715,85.499,11.794,470.0,,179.0,85.0,12.221,0.574,0.965
fixation_user6_left_session_1_0_2_w136_a002010,fixation,1,1,175.029,84.577,10.578,380.0,,175.0,84.0,10.973,0.578,0.964
fixation_user6_left_session_1_0_2_w146_a002110,fixation,1,1,162.218,87.947,9.334,298.0,,161.0,87.0,9.965,1.543,0.937
fixation_user6_left_session_1_0_2_w156_a002210,fixation,1,1,151.759,89.819,9.393,304.0,,150.0,89.0,9.836,1.94,0.955
fixation_user7_left_session_1_0_2_w007_a000110,fixation,1,1,137.718,88.096,11.082,415.0,,138.0,88.0,10.929,0.298,1.014
fixation_user7_left_session_1_0_2_w017_a000210,fixation,1,1,185.718,107.928,13.188,581.0,,186.0,107.0,13.292,0.97,0.992
fixation_user7_left_session_1_0_2_w027_a000310,fixation,1,0,,,,,,103.0,87.0,7.923,,
fixation_user7_left_session_1_0_2_w037_a001010,fixation,1,1,100.288,96.703,9.217,293.0,,101.0,96.0,9.661,1.001,0.954
fixation_user7_left_session_1_0_2_w047_a001110,fixation,1,1,101.463,94.025,9.389,301.0,,101.0,94.0,9.588,0.464,0.979
fixation_user7_left_session_1_0_2_w057_a001510,fixation,1,1,186.518,95.091,13.229,584.0,,187.0,95.0,13.195,0.49,1.003
fixation_user7_left_session_1_0_2_w067_a001610,fixation,1,1,178.836,91.61,13.315,593.0,,178.0,91.0,13.45,1.035,0.99
fixation_user7_left_session_1_0_2_w077_a001710,fixation,1,1,171.973,85.023,12.398,518.0,,172.0,85.0,12.662,0.036,0.979
fixation_user7_left_session_1_0_2_w087_a001810,fixation,1,1,160.709,80.038,11.648,458.0,,160.0,80.0,12.033,0.71,0.968
fixation_user7_left_session_1_0_2_w097_a001910,fixation,1,1,148.001,74.482,10.691,387.0,,148.0,74.0,10.546,0.482,1.014
fixation_user7_left_session_1_0_2_w107_a002010,fixation,1,1,143.357,74.546,10.069,344.0,,143.0,74.0,9.963,0.653,1.011
fixation_user7_left_session_1_0_2_w117_a002110,fixation,1,1,129.256,78.3,9.781,329.0,,129.0,78.0,10.313,0.394,0.948
fixation_user7_left_session_1_0_2_w127_a002210,fixation,1,1,119.726,79.989,9.384,302.0,,120.0,79.0,9.794,1.026,0.958
fixation_user7_left_session_1_0_2_w137_a002310,fixation,1,1,108.034,86.476,9.769,327.0,,108.0,87.0,9.974,0.525,0.979
fixation_user7_left_session_1_0_2_w147_a002410,fixation,1,1,100.129,86.047,8.087,216.0,,99.0,87.0,8.697,1.478,0.93
fixation_user7_left_session_1_0_2_w157_a002510,fixation,1,1,92.091,104.659,9.309,298.0,,91.0,104.0,9.401,1.275,0.99
fixation_user8_left_session_1_0_2_w008_a000110,fixation,1,1,144.102,104.71,11.034,413.0,,144.0,104.0,11.953,0.718,0.923
fixation_user8_left_session_1_0_2_w018_a000210,fixation,1,1,196.578,121.946,12.074,492.0,,197.0,121.0,12.413,1.035,0.973
fixation_user8_left_session_1_0_2_w028_a000310,fixation,1,0,,,,,,108.0,103.0,7.902,,
fixation_user8_left_session_1_0_2_w038_a001110,fixation,1,1,109.515,108.979,8.353,243.0,,110.0,108.0,8.712,1.093,0.959
fixation_user8_left_session_1_0_2_w048_a001210,fixation,1,1,110.163,106.121,8.45,249.0,,110.0,105.0,8.927,1.133,0.947
fixation_user8_left_session_1_0_2_w058_a001310,fixation,1,1,111.279,103.401,7.584,196.0,,112.0,102.0,9.355,1.576,0.811
fixation_user8_left_session_1_0_2_w068_a001810,fixation,1,1,165.98,87.254,11.952,483.0,,166.0,87.0,12.159,0.255,0.983
fixation_user8_left_session_1_0_2_w078_a002010,fixation,1,1,148.783,81.481,10.281,362.0,,148.0,81.0,10.501,0.919,0.979
fixation_user8_left_session_1_0_2_w088_a002110,fixation,1,1,138.362,84.401,8.696,260.0,,138.0,84.0,8.973,0.54,0.969
fixation_user8_left_session_1_0_2_w098_a002210,fixation,1,1,129.185,89.386,8.741,264.0,,129.0,89.0,8.969,0.428,0.975
fixation_user8_left_session_1_0_2_w108_a002310,fixation,1,1,119.809,93.426,7.65,205.0,,119.0,94.0,7.821,0.992,0.978
fixation_user8_left_session_1_0_2_w118_a002410,fixation,1,1,112.5,104.268,8.546,253.0,,112.0,104.0,8.579,0.567,0.996
fixation_user8_left_session_1_0_2_w128_a002510,fixation,1,1,106.644,113.632,7.834,214.0,,107.0,112.0,8.605,1.67,0.91
fixation_user8_left_session_1_0_2_w138_a002610,fixation,1,1,107.297,130.044,10.277,360.0,,107.0,130.0,10.489,0.301,0.98
fixation_user8_right_session_1_0_2_w148_a000110,fixation,1,1,186.863,78.046,11.938,480.0,,186.0,78.0,12.434,0.865,0.96
fixation_user8_right_session_1_0_2_w158_a000210,fixation,1,1,232.293,102.323,10.912,402.0,,232.0,103.0,10.565,0.738,1.033
fixation_user9_left_session_1_0_2_w009_a000210,fixation,1,1,214.932,150.028,22.961,1720.0,,215.0,150.0,23.153,0.073,0.992
fixation_user9_left_session_1_0_2_w019_a000310,fixation,1,1,129.038,124.505,13.071,572.0,,128.0,124.0,14.383,1.154,0.909
fixation_user9_left_session_1_0_2_w029_a000610,fixation,1,1,139.321,150.725,17.062,963.0,,139.0,150.0,17.129,0.793,0.996
fixation_user9_left_session_1_0_2_w039_a000710,fixation,1,1,127.072,152.27,15.654,814.0,,127.0,152.0,16.819,0.279,0.931
fixation_user9_left_session_1_0_2_w049_a001510,fixation,1,1,131.224,125.178,16.421,893.0,,130.0,125.0,16.877,1.237,0.973
fixation_user9_left_session_1_0_2_w059_a001610,fixation,1,1,224.204,153.499,22.795,1695.0,,224.0,153.0,23.349,0.539,0.976
fixation_user9_left_session_1_0_2_w069_a001710,fixation,1,1,213.405,147.434,22.893,1711.0,,213.0,147.0,23.718,0.594,0.965
fixation_user9_left_session_1_0_2_w079_a001810,fixation,1,1,205.579,131.329,21.762,1550.0,,205.0,131.0,21.954,0.666,0.991
fixation_user9_left_session_1_0_2_w089_a001910,fixation,1,1,191.021,119.422,19.095,1195.0,,191.0,119.0,19.347,0.422,0.987
fixation_user9_left_session_1_0_2_w099_a002010,fixation,1,1,184.229,113.981,16.426,894.0,,184.0,114.0,17.014,0.23,0.965
fixation_user9_left_session_1_0_2_w109_a002110,fixation,1,1,172.54,123.352,17.804,1047.0,,172.0,124.0,17.997,0.843,0.989
fixation_user9_left_session_1_0_2_w119_a002210,fixation,1,1,159.587,130.556,18.54,1132.0,,160.0,130.0,19.045,0.692,0.974
fixation_user9_left_session_1_0_2_w129_a002310,fixation,1,1,150.894,152.939,20.419,1365.0,,150.0,153.0,20.628,0.896,0.99
fixation_user9_left_session_1_0_2_w139_a002510,fixation,1,1,138.102,162.333,18.185,1090.0,,137.0,162.0,18.184,1.151,1.0
fixation_user9_left_session_1_0_2_w149_a002610,fixation,1,1,131.027,147.973,16.566,910.0,,131.0,147.0,17.031,0.973,0.973
fixation_user9_left_session_1_0_2_w159_a002710,fixation,1,1,127.795,142.289,16.417,895.0,,128.0,142.0,16.933,0.354,0.97
saccade_user10_left_session_1_0_2_w001_a000810,saccade,1,1,163.351,135.323,17.711,1034.0,,163.0,134.0,17.987,1.369,0.985
saccade_user10_left_session_1_0_2_w011_a001210,saccade,1,1,223.969,122.341,16.915,946.0,,224.0,122.0,17.108,0.342,0.989
saccade_user10_left_session_1_0_2_w021_a001310,saccade,1,1,189.483,113.871,14.968,746.0,,189.0,114.0,15.744,0.5,0.951
saccade_user10_left_session_1_0_2_w031_a002610,saccade,1,1,154.041,132.191,15.785,829.0,,154.0,132.0,16.321,0.195,0.967
saccade_user10_right_session_1_0_2_w041_a000410,saccade,1,1,249.496,119.555,17.004,957.0,,249.0,119.0,16.96,0.744,1.003
saccade_user10_right_session_1_0_2_w051_a000510,saccade,1,1,226.374,113.294,18.693,1148.0,,226.0,113.0,18.632,0.475,1.003
saccade_user10_right_session_1_0_2_w061_a000610,saccade,1,1,196.737,106.517,18.243,1094.0,,196.0,106.0,17.764,0.9,1.027
saccade_user10_right_session_1_0_2_w071_a000810,saccade,1,1,203.042,101.191,17.181,973.0,,202.0,101.0,17.371,1.06,0.989
saccade_user10_right_session_1_0_2_w081_a001210,saccade,1,1,261.558,97.408,13.019,569.0,,262.0,97.0,13.168,0.601,0.989
saccade_user10_right_session_1_0_2_w091_a001410,saccade,1,1,209.105,78.615,14.511,701.0,,209.0,78.0,14.978,0.624,0.969
saccade_user10_right_session_1_0_2_w101_a001510,saccade,1,1,183.675,81.224,14.262,676.0,,183.0,81.0,14.489,0.711,0.984
saccade_user10_right_session_1_0_2_w111_a002610,saccade,1,1,189.343,93.942,16.586,909.0,,189.0,94.0,16.733,0.348,0.991
saccade_user1_left_session_1_0_2_w000_a000410,saccade,1,1,204.19,163.61,22.277,1619.0,,204.0,163.0,22.327,0.639,0.998
saccade_user1_left_session_1_0_2_w010_a000510,saccade,1,1,191.437,158.907,21.34,1490.0,,191.0,158.0,21.48,1.007,0.993
saccade_user1_left_session_1_0_2_w020_a000610,saccade,1,1,177.465,154.006,19.651,1267.0,,178.0,154.0,20.037,0.535,0.981
saccade_user1_left_session_1_0_2_w030_a000710,saccade,1,1,159.763,150.081,17.983,1066.0,,159.0,150.0,18.639,0.768,0.965
saccade_user1_left_session_1_0_2_w040_a001310,saccade,1,1,143.178,137.259,15.603,805.0,,143.0,136.0,16.358,1.271,0.954
saccade_user1_left_session_1_0_2_w050_a001410,saccade,1,1,145.815,134.663,14.875,735.0,,145.0,134.0,16.145,1.051,0.921
saccade_user1_left_session_1_0_2_w060_a001510,saccade,1,1,225.514,149.444,19.249,1214.0,,225.0,148.0,19.961,1.532,0.964
saccade_user1_left_session_1_0_2_w070_a001610,saccade,1,1,219.883,145.933,19.447,1241.0,,219.0,145.0,20.163,1.285,0.965
saccade_user1_left_session_1_0_2_w080_a001810,saccade,1,1,198.179,130.588,16.531,904.0,,198.0,130.0,17.07,0.615,0.968
saccade_user1_right_session_1_0_2_w090_a000310,saccade,1,1,153.852,119.425,17.003,957.0,,154.0,119.0,17.347,0.45,0.98
saccade_user1_right_session_1_0_2_w100_a000410,saccade,1,1,230.054,156.604,18.852,1171.0,,229.0,156.0,19.169,1.215,0.983
saccade_user1_right_session_1_0_2_w110_a000610,saccade,1,1,206.458,144.162,18.493,1128.0,,206.0,144.0,18.683,0.486,0.99
saccade_user1_right_session_1_0_2_w120_a000710,saccade,1,1,189.455,139.404,17.969,1062.0,,189.0,139.0,18.169,0.608,0.989
saccade_user1_right_session_1_0_2_w129_a000910,saccade,1,1,162.674,132.724,18.457,1121.0,,162.0,132.0,18.508,0.989,0.997
saccade_user1_right_session_1_0_2_w137_a001310,saccade,1,1,165.054,116.807,17.007,954.0,,165.0,116.0,17.137,0.809,0.992
saccade_user1_right_session_1_0_2_w144_a001410,saccade,1,1,167.018,114.506,15.952,845.0,,166.0,114.0,15.985,1.136,0.998
saccade_user1_right_session_1_0_2_w149_a001510,saccade,1,1,242.008,143.986,15.429,792.0,,241.0,143.0,15.579,1.41,0.99
saccade_user1_right_session_1_0_2_w153_a001810,saccade,1,1,223.511,119.631,15.135,760.0,,223.0,119.0,15.168,0.811,0.998
saccade_user2_left_session_1_0_2_w002_a000210,saccade,1,1,205.665,138.546,16.361,888.0,,206.0,138.0,16.747,0.641,0.977
saccade_user2_left_session_1_0_2_w012_a000410,saccade,1,1,198.903,139.281,17.228,979.0,,199.0,139.0,17.388,0.297,0.991
saccade_user2_left_session_1_0_2_w022_a000810,saccade,1,1,148.016,131.598,16.583,911.0,,147.0,131.0,17.03,1.179,0.974
saccade_user2_left_session_1_0_2_w032_a001010,saccade,1,1,199.221,118.208,16.722,923.0,,199.0,118.0,16.624,0.304,1.006
saccade_user2_left_session_1_0_2_w042_a001210,saccade,1,1,183.969,112.525,14.687,719.0,,184.0,112.0,14.732,0.526,0.997
saccade_user2_left_session_1_0_2_w052_a001310,saccade,1,1,157.543,111.303,13.293,593.0,,157.0,111.0,13.6,0.621,0.977
saccade_user2_left_session_1_0_2_w062_a001510,saccade,1,1,139.57,112.715,10.188,340.0,,137.0,117.0,11.669,4.997,0.873
saccade_user2_right_session_1_0_2_w072_a000410,saccade,1,1,216.361,149.522,15.867,836.0,,215.0,149.0,16.035,1.458,0.99
saccade_user2_right_session_1_0_2_w082_a000510,saccade,1,1,175.273,151.167,16.848,940.0,,175.0,151.0,17.161,0.319,0.982
saccade_user2_right_session_1_0_2_w092_a000610,saccade,1,1,147.848,148.125,15.41,788.0,,147.0,148.0,15.476,0.857,0.996
