key,motion,good,valid,cx,cy,r_equiv,area,score,gt_cx,gt_cy,gt_r,err,radius_ratio
fixation_user3_left_session_1_0_2_w033_a000710,fixation,1,0,,,,,0.0467,122.0,129.0,14.069,,
fixation_user3_left_session_1_0_2_w043_a001510,fixation,1,0,,,,,0.3788,143.0,91.0,11.746,,
fixation_user3_left_session_1_0_2_w053_a001610,fixation,1,1,219.7,130.29,15.765,825.0,0.9997,220.0,130.0,16.219,0.417,0.972
fixation_user3_left_session_1_0_2_w063_a001810,fixation,1,1,201.261,105.385,13.318,590.0,1.0,201.0,105.0,14.321,0.465,0.93
fixation_user3_left_session_1_0_2_w073_a001910,fixation,1,1,190.357,90.203,11.652,454.0,0.9981,190.0,90.0,12.648,0.411,0.921
fixation_user3_left_session_1_0_2_w083_a002010,fixation,1,1,179.758,84.855,9.694,320.0,0.9276,180.0,85.0,10.733,0.282,0.903
fixation_user3_left_session_1_0_2_w093_a002510,fixation,1,0,,,,,0.4391,129.0,133.0,14.816,,
fixation_user3_left_session_1_0_2_w103_a002710,fixation,1,1,259.272,142.886,22.869,1599.0,0.7767,119.0,122.0,11.981,141.818,1.909
fixation_user3_right_session_1_0_2_w113_a000110,fixation,1,1,189.717,91.36,15.952,842.0,1.0,190.0,92.0,15.658,0.7,1.019
fixation_user3_right_session_1_0_2_w123_a000210,fixation,1,1,236.388,118.027,12.88,499.0,0.8856,235.0,118.0,16.139,1.388,0.798
fixation_user3_right_session_1_0_2_w133_a000310,fixation,1,1,134.271,82.891,13.678,625.0,0.9995,133.0,82.0,13.78,1.552,0.993
fixation_user3_right_session_1_0_2_w143_a000710,fixation,1,1,140.943,109.352,15.129,762.0,1.0,140.0,109.0,16.079,1.006,0.941
fixation_user3_right_session_1_0_2_w153_a001010,fixation,1,1,215.963,90.666,12.587,528.0,0.9747,216.0,90.0,13.917,0.667,0.904
fixation_user4_left_session_1_0_2_w004_a000110,fixation,1,1,132.62,137.077,17.173,976.0,1.0,131.0,137.0,18.033,1.622,0.952
fixation_user4_left_session_1_0_2_w014_a000210,fixation,1,1,188.112,159.148,19.661,1268.0,1.0,187.0,159.0,19.962,1.121,0.985
fixation_user4_left_session_1_0_2_w024_a000310,fixation,1,0,,,,,0.1515,95.0,131.0,15.461,,
fixation_user4_left_session_1_0_2_w034_a001010,fixation,1,1,138.642,131.277,16.359,888.0,1.0,139.0,131.0,17.039,0.453,0.96
fixation_user4_left_session_1_0_2_w044_a001210,fixation,1,0,,,,,0.4104,96.0,137.0,13.577,,
fixation_user4_left_session_1_0_2_w054_a001610,fixation,1,1,180.745,144.756,18.523,1131.0,1.0,180.0,145.0,18.342,0.784,1.01
fixation_user4_left_session_1_0_2_w064_a002010,fixation,1,1,134.184,125.898,15.408,785.0,0.9996,134.0,126.0,15.697,0.21,0.982
fixation_user4_left_session_1_0_2_w074_a002110,fixation,1,1,124.415,124.685,13.443,603.0,0.9543,125.0,124.0,15.125,0.901,0.889
fixation_user4_left_session_1_0_2_w084_a002210,fixation,1,1,112.655,133.171,14.267,678.0,0.9985,112.0,131.0,15.013,2.268,0.95
fixation_user4_left_session_1_0_2_w094_a002310,fixation,1,1,106.752,136.318,16.334,865.0,0.9984,104.0,135.0,15.832,3.052,1.032
fixation_user4_left_session_1_0_2_w104_a002410,fixation,1,1,104.788,139.707,18.61,1100.0,0.993,96.0,140.0,15.209,8.793,1.224
fixation_user4_left_session_1_0_2_w114_a002510,fixation,1,1,124.426,149.666,39.512,4920.0,0.9985,93.0,143.0,15.243,32.125,2.592
fixation_user4_left_session_1_0_2_w124_a002610,fixation,1,1,96.341,167.435,17.397,979.0,0.9549,90.0,169.0,15.337,6.531,1.134
fixation_user4_right_session_1_0_2_w134_a000110,fixation,1,1,201.675,123.594,17.055,962.0,0.9999,202.0,123.0,18.231,0.677,0.935
fixation_user4_right_session_1_0_2_w144_a000210,fixation,1,1,245.106,154.143,15.115,759.0,0.9644,246.0,153.0,16.801,1.451,0.9
fixation_user4_right_session_1_0_2_w154_a000310,fixation,1,1,149.37,115.393,18.209,1092.0,1.0,148.0,115.0,18.298,1.425,0.995
fixation_user5_left_session_1_0_2_w005_a000110,fixation,1,1,204.943,129.675,15.525,801.0,0.9992,204.0,130.0,16.4,0.998,0.947
fixation_user5_left_session_1_0_2_w015_a000210,fixation,1,1,205.845,127.463,15.646,810.0,0.9985,205.0,129.0,16.505,1.754,0.948
fixation_user5_left_session_1_0_2_w025_a000410,fixation,1,1,204.342,129.993,15.891,838.0,0.9999,203.0,131.0,16.193,1.678,0.981
fixation_user5_left_session_1_0_2_w035_a000510,fixation,1,1,182.722,156.557,15.028,751.0,0.9891,183.0,157.0,17.024,0.523,0.883
fixation_user5_left_session_1_0_2_w045_a000610,fixation,1,1,170.608,147.771,10.772,332.0,0.8505,173.0,152.0,16.003,4.858,0.673
fixation_user5_left_session_1_0_2_w055_a001310,fixation,1,1,243.644,122.861,12.475,524.0,0.9992,243.0,122.0,13.033,1.075,0.957
fixation_user5_left_session_1_0_2_w065_a001410,fixation,1,1,247.818,120.378,11.08,416.0,0.9667,248.0,120.0,12.652,0.42,0.876
fixation_user5_left_session_1_0_2_w075_a001510,fixation,1,1,233.126,114.727,11.257,429.0,0.9961,233.0,115.0,12.104,0.3,0.93
fixation_user5_left_session_1_0_2_w085_a001610,fixation,1,1,247.842,130.166,12.518,525.0,0.9997,248.0,131.0,13.307,0.849,0.941
fixation_user5_left_session_1_0_2_w095_a001710,fixation,1,1,241.079,129.947,12.219,500.0,1.0,240.0,130.0,12.959,1.08,0.943
fixation_user5_left_session_1_0_2_w105_a001910,fixation,1,1,220.616,144.52,14.496,700.0,0.9996,221.0,145.0,14.825,0.615,0.978
fixation_user5_left_session_1_0_2_w115_a002110,fixation,1,1,195.851,158.038,15.534,800.0,0.9992,195.0,158.0,16.348,0.851,0.95
fixation_user5_left_session_1_0_2_w125_a002210,fixation,1,1,192.897,159.189,15.353,783.0,0.9995,192.0,160.0,15.98,1.209,0.961
fixation_user5_left_session_1_0_2_w135_a002310,fixation,1,1,184.701,161.852,13.816,636.0,0.9976,184.0,162.0,14.6,0.717,0.946
fixation_user5_left_session_1_0_2_w145_a002510,fixation,1,1,179.845,147.137,19.12,1160.0,0.9979,169.0,151.0,13.536,11.512,1.413
fixation_user5_right_session_1_0_2_w155_a000110,fixation,1,1,189.232,108.627,16.385,885.0,0.9957,190.0,110.0,17.069,1.573,0.96
fixation_user6_left_session_1_0_2_w006_a000110,fixation,1,1,170.181,103.463,13.424,601.0,1.0,170.0,104.0,14.999,0.567,0.895
fixation_user6_left_session_1_0_2_w016_a000210,fixation,1,1,218.622,126.446,14.056,660.0,0.9967,218.0,127.0,14.397,0.833,0.976
fixation_user6_left_session_1_0_2_w026_a000310,fixation,1,1,343.284,124.696,4.547,75.0,0.6709,130.0,97.0,10.059,215.075,0.452
fixation_user6_left_session_1_0_2_w036_a000610,fixation,1,1,185.252,115.703,16.373,887.0,1.0,185.0,116.0,16.795,0.389,0.975
fixation_user6_left_session_1_0_2_w046_a000910,fixation,1,1,138.084,106.62,10.23,349.0,0.9539,139.0,108.0,11.525,1.656,0.888
fixation_user6_left_session_1_0_2_w056_a001010,fixation,1,1,343.102,127.231,5.052,93.0,0.7102,130.0,107.0,11.681,214.06,0.432
fixation_user6_left_session_1_0_2_w066_a001110,fixation,1,1,343.021,128.582,5.773,129.0,0.7949,131.0,104.0,11.01,213.442,0.524
fixation_user6_left_session_1_0_2_w076_a001210,fixation,1,1,343.166,129.656,5.56,113.0,0.7344,133.0,101.0,10.662,212.111,0.521
fixation_user6_left_session_1_0_2_w086_a001310,fixation,1,1,343.05,128.378,5.736,125.0,0.7571,139.0,94.0,10.886,206.926,0.527
fixation_user6_left_session_1_0_2_w096_a001610,fixation,1,1,213.156,104.324,12.292,508.0,0.9992,214.0,104.0,13.449,0.904,0.914
fixation_user6_left_session_1_0_2_w106_a001710,fixation,1,1,204.396,96.924,12.038,487.0,0.9988,204.0,97.0,12.835,0.403,0.938
fixation_user6_left_session_1_0_2_w116_a001810,fixation,1,1,191.852,88.918,11.415,439.0,0.9998,191.0,88.0,11.647,1.252,0.98
fixation_user6_left_session_1_0_2_w126_a001910,fixation,1,1,178.545,85.241,11.463,445.0,0.9977,179.0,85.0,12.221,0.515,0.938
fixation_user6_left_session_1_0_2_w136_a002010,fixation,1,1,174.814,84.609,10.063,345.0,0.9634,175.0,84.0,10.973,0.637,0.917
fixation_user6_left_session_1_0_2_w146_a002110,fixation,1,1,161.809,87.866,8.488,250.0,0.9831,161.0,87.0,9.965,1.185,0.852
fixation_user6_left_session_1_0_2_w156_a002210,fixation,1,1,149.67,90.115,6.056,118.0,0.8162,150.0,89.0,9.836,1.163,0.616
fixation_user7_left_session_1_0_2_w007_a000110,fixation,1,1,137.583,88.329,9.572,312.0,0.8972,138.0,88.0,10.929,0.532,0.876
fixation_user7_left_session_1_0_2_w017_a000210,fixation,1,1,184.138,106.114,10.333,354.0,0.8892,186.0,107.0,13.292,2.062,0.777
fixation_user7_left_session_1_0_2_w027_a000310,fixation,1,0,,,,,0.1137,103.0,87.0,7.923,,
fixation_user7_left_session_1_0_2_w037_a001010,fixation,1,0,,,,,0.3228,101.0,96.0,9.661,,
fixation_user7_left_session_1_0_2_w047_a001110,fixation,1,0,,,,,0.2235,101.0,94.0,9.588,,
fixation_user7_left_session_1_0_2_w057_a001510,fixation,1,1,186.189,94.358,12.085,492.0,0.978,187.0,95.0,13.195,1.034,0.916
fixation_user7_left_session_1_0_2_w067_a001610,fixation,1,1,179.053,90.983,12.606,529.0,0.9865,178.0,91.0,13.45,1.053,0.937
fixation_user7_left_session_1_0_2_w077_a001710,fixation,1,1,171.694,84.483,11.524,450.0,0.9989,172.0,85.0,12.662,0.601,0.91
fixation_user7_left_session_1_0_2_w087_a001810,fixation,1,1,160.736,79.665,10.659,387.0,0.9957,160.0,80.0,12.033,0.809,0.886
fixation_user7_left_session_1_0_2_w097_a001910,fixation,1,0,,,,,0.4475,148.0,74.0,10.546,,
fixation_user7_left_session_1_0_2_w107_a002010,fixation,1,0,,,,,0.0538,143.0,74.0,9.963,,
fixation_user7_left_session_1_0_2_w117_a002110,fixation,1,0,,,,,0.053,129.0,78.0,10.313,,
fixation_user7_left_session_1_0_2_w127_a002210,fixation,1,0,,,,,0.0846,120.0,79.0,9.794,,
fixation_user7_left_session_1_0_2_w137_a002310,fixation,1,0,,,,,0.1757,108.0,87.0,9.974,,
fixation_user7_left_session_1_0_2_w147_a002410,fixation,1,0,,,,,0.2111,99.0,87.0,8.697,,
fixation_user7_left_session_1_0_2_w157_a002510,fixation,1,0,,,,,0.3264,91.0,104.0,9.401,,
fixation_user8_left_session_1_0_2_w008_a000110,fixation,1,1,144.026,104.223,10.59,380.0,0.9973,144.0,104.0,11.953,0.225,0.886
fixation_user8_left_session_1_0_2_w018_a000210,fixation,1,1,196.178,121.45,11.516,449.0,0.9987,197.0,121.0,12.413,0.937,0.928
fixation_user8_left_session_1_0_2_w028_a000310,fixation,1,0,,,,,0.1274,108.0,103.0,7.902,,
fixation_user8_left_session_1_0_2_w038_a001110,fixation,1,0,,,,,0.2964,110.0,108.0,8.712,,
fixation_user8_left_session_1_0_2_w048_a001210,fixation,1,0,,,,,0.1989,110.0,105.0,8.927,,
fixation_user8_left_session_1_0_2_w058_a001310,fixation,1,0,,,,,0.1569,112.0,102.0,9.355,,
fixation_user8_left_session_1_0_2_w068_a001810,fixation,1,1,166.124,86.661,11.764,467.0,0.9997,166.0,87.0,12.159,0.361,0.968
fixation_user8_left_session_1_0_2_w078_a002010,fixation,1,0,,,,,0.4914,148.0,81.0,10.501,,
fixation_user8_left_session_1_0_2_w088_a002110,fixation,1,0,,,,,0.1089,138.0,84.0,8.973,,
fixation_user8_left_session_1_0_2_w098_a002210,fixation,1,0,,,,,0.0975,129.0,89.0,8.969,,
fixation_user8_left_session_1_0_2_w108_a002310,fixation,1,0,,,,,0.1813,119.0,94.0,7.821,,
fixation_user8_left_session_1_0_2_w118_a002410,fixation,1,0,,,,,0.2936,112.0,104.0,8.579,,
fixation_user8_left_session_1_0_2_w128_a002510,fixation,1,0,,,,,0.2641,107.0,112.0,8.605,,
fixation_user8_left_session_1_0_2_w138_a002610,fixation,1,0,,,,,0.3929,107.0,130.0,10.489,,
fixation_user8_right_session_1_0_2_w148_a000110,fixation,1,1,186.328,76.893,11.979,484.0,0.9917,186.0,78.0,12.434,1.154,0.963
fixation_user8_right_session_1_0_2_w158_a000210,fixation,1,1,230.92,97.961,3.058,36.0,0.5552,232.0,103.0,10.565,5.153,0.289
fixation_user9_left_session_1_0_2_w009_a000210,fixation,1,1,214.913,149.694,23.146,1749.0,1.0,215.0,150.0,23.153,0.318,1.0
fixation_user9_left_session_1_0_2_w019_a000310,fixation,1,0,,,,,0.1431,128.0,124.0,14.383,,
fixation_user9_left_session_1_0_2_w029_a000610,fixation,1,1,139.59,149.219,16.709,924.0,0.9997,139.0,150.0,17.129,0.979,0.975
fixation_user9_left_session_1_0_2_w039_a000710,fixation,1,1,110.335,155.784,28.382,2285.0,0.9229,127.0,152.0,16.819,17.089,1.688
fixation_user9_left_session_1_0_2_w049_a001510,fixation,1,0,,,,,0.2669,130.0,125.0,16.877,,
fixation_user9_left_session_1_0_2_w059_a001610,fixation,1,1,224.045,153.201,23.097,1740.0,1.0,224.0,153.0,23.349,0.206,0.989
fixation_user9_left_session_1_0_2_w069_a001710,fixation,1,1,213.122,147.442,23.31,1772.0,1.0,213.0,147.0,23.718,0.459,0.983
fixation_user9_left_session_1_0_2_w079_a001810,fixation,1,1,205.594,131.151,21.879,1567.0,1.0,205.0,131.0,21.954,0.613,0.997
fixation_user9_left_session_1_0_2_w089_a001910,fixation,1,1,190.74,119.193,18.826,1167.0,1.0,191.0,119.0,19.347,0.324,0.973
fixation_user9_left_session_1_0_2_w099_a002010,fixation,1,1,184.225,113.862,16.285,878.0,1.0,184.0,114.0,17.014,0.264,0.957
fixation_user9_left_session_1_0_2_w109_a002110,fixation,1,1,172.214,123.083,17.508,1012.0,1.0,172.0,124.0,17.997,0.941,0.973
fixation_user9_left_session_1_0_2_w119_a002210,fixation,1,1,159.644,130.09,18.118,1083.0,1.0,160.0,130.0,19.045,0.367,0.951
fixation_user9_left_session_1_0_2_w129_a002310,fixation,1,1,150.955,152.313,20.194,1335.0,1.0,150.0,153.0,20.628,1.176,0.979
fixation_user9_left_session_1_0_2_w139_a002510,fixation,1,1,145.792,159.977,22.155,1558.0,0.9994,137.0,162.0,18.184,9.021,1.218
fixation_user9_left_session_1_0_2_w149_a002610,fixation,1,1,134.762,147.655,16.711,898.0,0.9907,131.0,147.0,17.031,3.818,0.981
fixation_user9_left_session_1_0_2_w159_a002710,fixation,1,1,130.309,143.487,16.422,877.0,0.9437,128.0,142.0,16.933,2.747,0.97
saccade_user10_left_session_1_0_2_w001_a000810,saccade,1,1,163.194,134.392,17.269,973.0,0.9764,163.0,134.0,17.987,0.437,0.96
saccade_user10_left_session_1_0_2_w011_a001210,saccade,1,1,224.167,121.923,16.591,912.0,0.9999,224.0,122.0,17.108,0.184,0.97
saccade_user10_left_session_1_0_2_w021_a001310,saccade,1,1,189.859,113.774,14.722,722.0,0.9999,189.0,114.0,15.744,0.888,0.935
saccade_user10_left_session_1_0_2_w031_a002610,saccade,1,1,145.197,133.026,4.743,83.0,0.6934,154.0,132.0,16.321,8.862,0.291
saccade_user10_right_session_1_0_2_w041_a000410,saccade,1,1,36.486,75.32,40.08,4750.0,0.9966,249.0,119.0,16.96,216.957,2.363
saccade_user10_right_session_1_0_2_w051_a000510,saccade,1,1,28.332,77.971,31.49,2628.0,0.9883,226.0,113.0,18.632,200.748,1.69
saccade_user10_right_session_1_0_2_w061_a000610,saccade,1,1,33.351,72.153,37.184,3923.0,0.9955,196.0,106.0,17.764,166.134,2.093
saccade_user10_right_session_1_0_2_w071_a000810,saccade,1,1,26.078,77.526,29.628,2248.0,0.9996,202.0,101.0,17.371,177.482,1.706
saccade_user10_right_session_1_0_2_w081_a001210,saccade,1,1,26.036,79.274,28.985,2113.0,0.9803,262.0,97.0,13.168,236.629,2.201
saccade_user10_right_session_1_0_2_w091_a001410,saccade,1,1,34.411,77.946,38.034,4406.0,0.9996,209.0,78.0,14.978,174.589,2.539
saccade_user10_right_session_1_0_2_w101_a001510,saccade,1,1,33.799,74.549,37.406,4292.0,0.9975,183.0,81.0,14.489,149.341,2.582
saccade_user10_right_session_1_0_2_w111_a002610,saccade,1,1,19.29,81.413,19.79,1057.0,0.9969,189.0,94.0,16.733,170.176,1.183
saccade_user1_left_session_1_0_2_w000_a000410,saccade,1,1,203.528,162.074,22.564,1657.0,1.0,204.0,163.0,22.327,1.039,1.011
saccade_user1_left_session_1_0_2_w010_a000510,saccade,1,1,190.737,158.626,20.745,1411.0,1.0,191.0,158.0,21.48,0.679,0.966
saccade_user1_left_session_1_0_2_w020_a000610,saccade,1,1,177.248,153.733,19.289,1220.0,1.0,178.0,154.0,20.037,0.798,0.963
saccade_user1_left_session_1_0_2_w030_a000710,saccade,1,1,159.622,149.564,17.595,1021.0,1.0,159.0,150.0,18.639,0.76,0.944
saccade_user1_left_session_1_0_2_w040_a001310,saccade,1,1,133.559,142.021,4.014,61.0,0.7239,143.0,136.0,16.358,11.197,0.245
saccade_user1_left_session_1_0_2_w050_a001410,saccade,1,1,136.786,139.089,5.267,94.0,0.7957,145.0,134.0,16.145,9.662,0.326
saccade_user1_left_session_1_0_2_w060_a001510,saccade,1,1,225.432,149.267,18.578,1135.0,1.0,225.0,148.0,19.961,1.339,0.931
saccade_user1_left_session_1_0_2_w070_a001610,saccade,1,1,219.286,145.772,18.943,1181.0,1.0,219.0,145.0,20.163,0.823,0.94
saccade_user1_left_session_1_0_2_w080_a001810,saccade,1,1,197.645,130.965,16.16,864.0,1.0,198.0,130.0,17.07,1.028,0.947
saccade_user1_right_session_1_0_2_w090_a000310,saccade,1,1,153.717,119.413,16.944,950.0,1.0,154.0,119.0,17.347,0.5,0.977
saccade_user1_right_session_1_0_2_w100_a000410,saccade,1,1,49.243,55.642,28.071,2444.0,0.9996,229.0,156.0,19.169,205.874,1.464
saccade_user1_right_session_1_0_2_w110_a000610,saccade,1,1,206.08,143.909,18.164,1089.0,1.0,206.0,144.0,18.683,0.121,0.972
saccade_user1_right_session_1_0_2_w120_a000710,saccade,1,1,188.419,139.075,17.551,1017.0,1.0,189.0,139.0,18.169,0.586,0.966
saccade_user1_right_session_1_0_2_w129_a000910,saccade,1,1,162.83,132.641,18.223,1093.0,1.0,162.0,132.0,18.508,1.048,0.985
saccade_user1_right_session_1_0_2_w137_a001310,saccade,1,1,165.048,117.201,16.551,907.0,1.0,165.0,116.0,17.137,1.202,0.966
saccade_user1_right_session_1_0_2_w144_a001410,saccade,1,1,166.955,115.111,15.739,822.0,1.0,166.0,114.0,15.985,1.465,0.985
saccade_user1_right_session_1_0_2_w149_a001510,saccade,1,1,241.016,143.412,14.072,660.0,0.9958,241.0,143.0,15.579,0.413,0.903
saccade_user1_right_session_1_0_2_w153_a001810,saccade,1,1,223.172,120.605,14.724,722.0,0.9998,223.0,119.0,15.168,1.614,0.971
saccade_user2_left_session_1_0_2_w002_a000210,saccade,1,1,204.642,138.501,16.917,946.0,0.9999,206.0,138.0,16.747,1.447,1.01
saccade_user2_left_session_1_0_2_w012_a000410,saccade,1,1,189.477,139.417,22.576,1610.0,0.9998,199.0,139.0,17.388,9.532,1.298
saccade_user2_left_session_1_0_2_w022_a000810,saccade,1,1,149.268,131.595,15.743,808.0,0.9923,147.0,131.0,17.03,2.345,0.924
saccade_user2_left_session_1_0_2_w032_a001010,saccade,1,1,198.663,118.322,16.024,847.0,0.9994,199.0,118.0,16.624,0.466,0.964
saccade_user2_left_session_1_0_2_w042_a001210,saccade,1,1,183.498,112.554,13.792,636.0,0.9998,184.0,112.0,14.732,0.748,0.936
saccade_user2_left_session_1_0_2_w052_a001310,saccade,1,1,157.5,120.0,0.001,6.0,0.5209,157.0,111.0,13.6,9.014,0.0
saccade_user2_left_session_1_0_2_w062_a001510,saccade,1,0,,,,,0.2392,137.0,117.0,11.669,,
