key,motion,good,valid,cx,cy,r_equiv,area,score,gt_cx,gt_cy,gt_r,err,radius_ratio
fixation_user3_left_session_1_0_2_w013_a000210,fixation,1,1,215.069,130.72,17.623,1026.0,,215.0,131.0,18.189,0.288,0.969
fixation_user3_left_session_1_0_2_w023_a000310,fixation,1,1,122.066,103.226,12.586,531.0,,123.0,105.0,11.998,2.005,1.049
fixation_user3_left_session_1_0_2_w033_a000710,fixation,1,1,121.778,128.648,13.243,588.0,,122.0,129.0,14.069,0.416,0.941
fixation_user3_left_session_1_0_2_w043_a001510,fixation,1,1,142.32,90.605,11.752,465.0,,143.0,91.0,11.746,0.787,1.0
fixation_user3_left_session_1_0_2_w053_a001610,fixation,1,1,220.002,129.264,16.241,875.0,,220.0,130.0,16.219,0.736,1.001
fixation_user3_left_session_1_0_2_w063_a001810,fixation,1,1,201.124,104.708,13.56,615.0,,201.0,105.0,14.321,0.317,0.947
fixation_user3_left_session_1_0_2_w073_a001910,fixation,1,1,189.823,90.438,11.852,475.0,,190.0,90.0,12.648,0.473,0.937
fixation_user3_left_session_1_0_2_w083_a002010,fixation,1,1,179.503,84.503,10.227,358.0,,180.0,85.0,10.733,0.703,0.953
fixation_user3_left_session_1_0_2_w093_a002510,fixation,1,1,129.572,132.657,14.922,742.0,,129.0,133.0,14.816,0.667,1.007
fixation_user3_left_session_1_0_2_w103_a002710,fixation,1,1,119.101,122.087,11.51,450.0,,119.0,122.0,11.981,0.134,0.961
fixation_user3_right_session_1_0_2_w113_a000110,fixation,1,1,189.335,91.518,15.47,795.0,,190.0,92.0,15.658,0.821,0.988
fixation_user3_right_session_1_0_2_w123_a000210,fixation,1,1,235.203,118.06,15.646,813.0,,235.0,118.0,16.139,0.211,0.969
fixation_user3_right_session_1_0_2_w133_a000310,fixation,1,1,133.555,81.866,13.576,618.0,,133.0,82.0,13.78,0.571,0.985
fixation_user3_right_session_1_0_2_w143_a000710,fixation,1,1,140.115,108.731,15.697,817.0,,140.0,109.0,16.079,0.292,0.976
fixation_user3_right_session_1_0_2_w153_a001010,fixation,1,1,215.988,89.605,13.64,623.0,,216.0,90.0,13.917,0.395,0.98
fixation_user4_left_session_1_0_2_w004_a000110,fixation,1,1,132.062,136.584,17.38,998.0,,131.0,137.0,18.033,1.14,0.964
fixation_user4_left_session_1_0_2_w014_a000210,fixation,1,1,187.434,159.285,19.299,1225.0,,187.0,159.0,19.962,0.519,0.967
fixation_user4_left_session_1_0_2_w024_a000310,fixation,1,1,94.237,129.497,15.666,804.0,,95.0,131.0,15.461,1.686,1.013
fixation_user4_left_session_1_0_2_w034_a001010,fixation,1,1,138.617,130.385,16.907,945.0,,139.0,131.0,17.039,0.725,0.992
fixation_user4_left_session_1_0_2_w044_a001210,fixation,1,1,95.971,136.224,13.248,590.0,,96.0,137.0,13.577,0.776,0.976
fixation_user4_left_session_1_0_2_w054_a001610,fixation,1,1,179.526,144.524,17.916,1060.0,,180.0,145.0,18.342,0.672,0.977
fixation_user4_left_session_1_0_2_w064_a002010,fixation,1,1,133.546,125.54,15.708,819.0,,134.0,126.0,15.697,0.646,1.001
fixation_user4_left_session_1_0_2_w074_a002110,fixation,1,1,124.212,123.771,14.551,705.0,,125.0,124.0,15.125,0.821,0.962
fixation_user4_left_session_1_0_2_w084_a002210,fixation,1,1,112.193,131.171,14.616,712.0,,112.0,131.0,15.013,0.258,0.974
fixation_user4_left_session_1_0_2_w094_a002310,fixation,1,1,103.939,134.656,15.345,783.0,,104.0,135.0,15.832,0.349,0.969
fixation_user4_left_session_1_0_2_w104_a002410,fixation,1,1,95.491,140.31,14.516,703.0,,96.0,140.0,15.209,0.596,0.954
fixation_user4_left_session_1_0_2_w114_a002510,fixation,1,1,93.139,142.621,14.922,743.0,,93.0,143.0,15.243,0.404,0.979
fixation_user4_left_session_1_0_2_w124_a002610,fixation,1,1,89.552,169.099,15.27,775.0,,90.0,169.0,15.337,0.459,0.996
fixation_user4_right_session_1_0_2_w134_a000110,fixation,1,1,202.103,123.182,17.8,1045.0,,202.0,123.0,18.231,0.21,0.976
fixation_user4_right_session_1_0_2_w144_a000210,fixation,1,1,245.993,153.669,16.135,865.0,,246.0,153.0,16.801,0.669,0.96
fixation_user4_right_session_1_0_2_w154_a000310,fixation,1,1,148.286,114.173,17.786,1043.0,,148.0,115.0,18.298,0.875,0.972
fixation_user5_left_session_1_0_2_w005_a000110,fixation,1,1,204.081,129.608,15.687,816.0,,204.0,130.0,16.4,0.4,0.957
fixation_user5_left_session_1_0_2_w015_a000210,fixation,1,1,204.692,128.653,15.531,801.0,,205.0,129.0,16.505,0.464,0.941
fixation_user5_left_session_1_0_2_w025_a000410,fixation,1,1,203.276,130.866,15.737,821.0,,203.0,131.0,16.193,0.307,0.972
fixation_user5_left_session_1_0_2_w035_a000510,fixation,1,1,182.657,156.29,16.269,878.0,,183.0,157.0,17.024,0.788,0.956
fixation_user5_left_session_1_0_2_w045_a000610,fixation,1,1,172.08,151.337,16.28,877.0,,173.0,152.0,16.003,1.133,1.017
fixation_user5_left_session_1_0_2_w055_a001310,fixation,1,1,243.553,122.345,12.654,539.0,,243.0,122.0,13.033,0.652,0.971
fixation_user5_left_session_1_0_2_w065_a001410,fixation,1,1,247.648,119.421,11.968,484.0,,248.0,120.0,12.652,0.678,0.946
fixation_user5_left_session_1_0_2_w075_a001510,fixation,1,1,233.805,114.487,11.634,457.0,,233.0,115.0,12.104,0.954,0.961
fixation_user5_left_session_1_0_2_w085_a001610,fixation,1,1,249.058,130.689,12.669,539.0,,248.0,131.0,13.307,1.103,0.952
fixation_user5_left_session_1_0_2_w095_a001710,fixation,1,1,240.563,129.754,12.25,506.0,,240.0,130.0,12.959,0.614,0.945
fixation_user5_left_session_1_0_2_w105_a001910,fixation,1,1,220.656,144.826,14.696,719.0,,221.0,145.0,14.825,0.386,0.991
fixation_user5_left_session_1_0_2_w115_a002110,fixation,1,1,196.126,157.626,15.885,838.0,,195.0,158.0,16.348,1.187,0.972
fixation_user5_left_session_1_0_2_w125_a002210,fixation,1,1,192.83,158.505,15.647,812.0,,192.0,160.0,15.98,1.71,0.979
fixation_user5_left_session_1_0_2_w135_a002310,fixation,1,1,184.992,161.395,14.621,712.0,,184.0,162.0,14.6,1.162,1.001
fixation_user5_left_session_1_0_2_w145_a002510,fixation,1,1,168.517,150.625,12.662,539.0,,169.0,151.0,13.536,0.612,0.935
fixation_user5_right_session_1_0_2_w155_a000110,fixation,1,1,189.509,109.67,16.605,912.0,,190.0,110.0,17.069,0.592,0.973
fixation_user6_left_session_1_0_2_w006_a000110,fixation,1,1,169.978,103.599,13.813,637.0,,170.0,104.0,14.999,0.402,0.921
fixation_user6_left_session_1_0_2_w016_a000210,fixation,1,1,217.937,126.223,14.293,682.0,,218.0,127.0,14.397,0.78,0.993
fixation_user6_left_session_1_0_2_w026_a000310,fixation,1,1,130.333,96.254,9.859,333.0,,130.0,97.0,10.059,0.817,0.98
fixation_user6_left_session_1_0_2_w036_a000610,fixation,1,1,184.813,114.954,16.131,863.0,,185.0,116.0,16.795,1.063,0.96
fixation_user6_left_session_1_0_2_w046_a000910,fixation,1,1,138.488,106.988,11.413,442.0,,139.0,108.0,11.525,1.134,0.99
fixation_user6_left_session_1_0_2_w056_a001010,fixation,1,1,129.829,106.788,10.728,392.0,,130.0,107.0,11.681,0.272,0.918
fixation_user6_left_session_1_0_2_w066_a001110,fixation,1,1,130.345,104.578,10.421,371.0,,131.0,104.0,11.01,0.874,0.947
fixation_user6_left_session_1_0_2_w076_a001210,fixation,1,1,133.451,101.443,10.427,371.0,,133.0,101.0,10.662,0.632,0.978
fixation_user6_left_session_1_0_2_w086_a001310,fixation,1,1,138.467,94.232,10.393,369.0,,139.0,94.0,10.886,0.581,0.955
fixation_user6_left_session_1_0_2_w096_a001610,fixation,1,1,213.141,104.257,12.709,543.0,,214.0,104.0,13.449,0.897,0.945
fixation_user6_left_session_1_0_2_w106_a001710,fixation,1,1,203.724,96.17,12.185,500.0,,204.0,97.0,12.835,0.874,0.949
fixation_user6_left_session_1_0_2_w116_a001810,fixation,1,1,191.736,88.705,11.323,433.0,,191.0,88.0,11.647,1.019,0.972
fixation_user6_left_session_1_0_2_w126_a001910,fixation,1,1,178.405,84.833,11.807,472.0,,179.0,85.0,12.221,0.619,0.966
fixation_user6_left_session_1_0_2_w136_a002010,fixation,1,1,174.4,83.808,10.631,385.0,,175.0,84.0,10.973,0.63,0.969
fixation_user6_left_session_1_0_2_w146_a002110,fixation,1,1,162.033,86.966,9.233,294.0,,161.0,87.0,9.965,1.033,0.927
fixation_user6_left_session_1_0_2_w156_a002210,fixation,1,1,151.217,89.271,9.359,301.0,,150.0,89.0,9.836,1.247,0.952
fixation_user7_left_session_1_0_2_w007_a000110,fixation,1,1,137.383,87.528,10.91,404.0,,138.0,88.0,10.929,0.777,0.998
fixation_user7_left_session_1_0_2_w017_a000210,fixation,1,1,185.22,106.602,12.989,567.0,,186.0,107.0,13.292,0.876,0.977
fixation_user7_left_session_1_0_2_w027_a000310,fixation,1,1,102.339,85.222,9.63,314.0,,103.0,87.0,7.923,1.897,1.215
fixation_user7_left_session_1_0_2_w037_a001010,fixation,1,1,95.919,93.771,12.802,537.0,,101.0,96.0,9.661,5.548,1.325
fixation_user7_left_session_1_0_2_w047_a001110,fixation,1,1,98.615,91.469,11.537,446.0,,101.0,94.0,9.588,3.478,1.203
fixation_user7_left_session_1_0_2_w057_a001510,fixation,1,1,186.249,94.19,13.17,582.0,,187.0,95.0,13.195,1.104,0.998
fixation_user7_left_session_1_0_2_w067_a001610,fixation,1,1,178.194,90.711,13.211,585.0,,178.0,91.0,13.45,0.348,0.982
fixation_user7_left_session_1_0_2_w077_a001710,fixation,1,1,171.735,84.423,12.224,504.0,,172.0,85.0,12.662,0.635,0.965
fixation_user7_left_session_1_0_2_w087_a001810,fixation,1,1,160.265,79.288,11.819,473.0,,160.0,80.0,12.033,0.759,0.982
fixation_user7_left_session_1_0_2_w097_a001910,fixation,1,1,147.534,73.509,10.697,389.0,,148.0,74.0,10.546,0.677,1.014
fixation_user7_left_session_1_0_2_w107_a002010,fixation,1,1,142.832,73.502,10.003,343.0,,143.0,74.0,9.963,0.526,1.004
fixation_user7_left_session_1_0_2_w117_a002110,fixation,1,1,129.126,77.389,9.681,322.0,,129.0,78.0,10.313,0.624,0.939
fixation_user7_left_session_1_0_2_w127_a002210,fixation,1,1,119.072,78.579,9.477,309.0,,120.0,79.0,9.794,1.019,0.968
fixation_user7_left_session_1_0_2_w137_a002310,fixation,1,1,106.733,85.462,10.389,366.0,,108.0,87.0,9.974,1.992,1.042
fixation_user7_left_session_1_0_2_w147_a002410,fixation,1,1,97.774,84.501,10.421,368.0,,99.0,87.0,8.697,2.784,1.198
fixation_user7_left_session_1_0_2_w157_a002510,fixation,1,1,87.297,101.448,12.796,524.0,,91.0,104.0,9.401,4.497,1.361
fixation_user8_left_session_1_0_2_w008_a000110,fixation,1,1,143.871,104.166,11.035,414.0,,144.0,104.0,11.953,0.21,0.923
fixation_user8_left_session_1_0_2_w018_a000210,fixation,1,1,196.221,120.975,11.937,480.0,,197.0,121.0,12.413,0.779,0.962
fixation_user8_left_session_1_0_2_w028_a000310,fixation,1,1,124.534,194.817,7.361,190.0,,108.0,103.0,7.902,93.294,0.931
fixation_user8_left_session_1_0_2_w038_a001110,fixation,1,1,107.926,106.394,10.128,349.0,,110.0,108.0,8.712,2.624,1.163
fixation_user8_left_session_1_0_2_w048_a001210,fixation,1,1,108.597,102.287,10.912,403.0,,110.0,105.0,8.927,3.055,1.222
fixation_user8_left_session_1_0_2_w058_a001310,fixation,1,1,113.023,99.183,9.244,289.0,,112.0,102.0,9.355,2.997,0.988
fixation_user8_left_session_1_0_2_w068_a001810,fixation,1,1,165.372,86.378,11.957,483.0,,166.0,87.0,12.159,0.884,0.983
fixation_user8_left_session_1_0_2_w078_a002010,fixation,1,1,147.71,80.964,10.29,362.0,,148.0,81.0,10.501,0.292,0.98
fixation_user8_left_session_1_0_2_w088_a002110,fixation,1,1,137.499,83.368,8.545,253.0,,138.0,84.0,8.973,0.807,0.952
fixation_user8_left_session_1_0_2_w098_a002210,fixation,1,1,127.796,88.127,9.343,298.0,,129.0,89.0,8.969,1.487,1.042
fixation_user8_left_session_1_0_2_w108_a002310,fixation,1,1,117.581,93.245,8.361,239.0,,119.0,94.0,7.821,1.607,1.069
fixation_user8_left_session_1_0_2_w118_a002410,fixation,1,1,111.838,102.652,9.233,291.0,,112.0,104.0,8.579,1.357,1.076
fixation_user8_left_session_1_0_2_w128_a002510,fixation,1,1,105.467,111.571,8.658,256.0,,107.0,112.0,8.605,1.591,1.006
fixation_user8_left_session_1_0_2_w138_a002610,fixation,1,1,106.872,129.696,10.173,354.0,,107.0,130.0,10.489,0.329,0.97
fixation_user8_right_session_1_0_2_w148_a000110,fixation,1,1,186.239,77.169,12.229,504.0,,186.0,78.0,12.434,0.865,0.983
fixation_user8_right_session_1_0_2_w158_a000210,fixation,1,1,231.874,101.949,10.824,399.0,,232.0,103.0,10.565,1.059,1.025
fixation_user9_left_session_1_0_2_w009_a000210,fixation,1,1,214.92,149.581,22.892,1711.0,,215.0,150.0,23.153,0.426,0.989
fixation_user9_left_session_1_0_2_w019_a000310,fixation,1,1,128.939,123.406,13.446,606.0,,128.0,124.0,14.383,1.111,0.935
fixation_user9_left_session_1_0_2_w029_a000610,fixation,1,1,138.915,150.007,17.336,994.0,,139.0,150.0,17.129,0.085,1.012
fixation_user9_left_session_1_0_2_w039_a000710,fixation,1,1,127.362,151.484,15.9,841.0,,127.0,152.0,16.819,0.631,0.945
fixation_user9_left_session_1_0_2_w049_a001510,fixation,1,1,130.288,122.864,17.961,1035.0,,130.0,125.0,16.877,2.156,1.064
fixation_user9_left_session_1_0_2_w059_a001610,fixation,1,1,223.838,152.894,22.842,1703.0,,224.0,153.0,23.349,0.194,0.978
fixation_user9_left_session_1_0_2_w069_a001710,fixation,1,1,213.365,146.833,22.996,1725.0,,213.0,147.0,23.718,0.401,0.97
fixation_user9_left_session_1_0_2_w079_a001810,fixation,1,1,205.282,130.918,21.805,1554.0,,205.0,131.0,21.954,0.294,0.993
fixation_user9_left_session_1_0_2_w089_a001910,fixation,1,1,190.834,118.633,19.019,1190.0,,191.0,119.0,19.347,0.403,0.983
fixation_user9_left_session_1_0_2_w099_a002010,fixation,1,1,184.078,113.554,16.645,918.0,,184.0,114.0,17.014,0.453,0.978
fixation_user9_left_session_1_0_2_w109_a002110,fixation,1,1,172.057,122.948,17.954,1063.0,,172.0,124.0,17.997,1.054,0.998
fixation_user9_left_session_1_0_2_w119_a002210,fixation,1,1,159.529,129.94,18.503,1129.0,,160.0,130.0,19.045,0.475,0.972
fixation_user9_left_session_1_0_2_w129_a002310,fixation,1,1,150.924,152.319,20.508,1379.0,,150.0,153.0,20.628,1.147,0.994
fixation_user9_left_session_1_0_2_w139_a002510,fixation,1,1,137.683,161.727,18.371,1112.0,,137.0,162.0,18.184,0.735,1.01
fixation_user9_left_session_1_0_2_w149_a002610,fixation,1,1,130.931,147.389,16.637,918.0,,131.0,147.0,17.031,0.395,0.977
fixation_user9_left_session_1_0_2_w159_a002710,fixation,1,1,127.934,141.817,16.494,902.0,,128.0,142.0,16.933,0.195,0.974
saccade_user10_left_session_1_0_2_w001_a000810,saccade,1,1,163.263,134.259,18.189,1089.0,,163.0,134.0,17.987,0.369,1.011
saccade_user10_left_session_1_0_2_w011_a001210,saccade,1,1,223.847,121.27,17.113,967.0,,224.0,122.0,17.108,0.745,1.0
saccade_user10_left_session_1_0_2_w021_a001310,saccade,1,1,188.954,113.36,15.066,756.0,,189.0,114.0,15.744,0.642,0.957
saccade_user10_left_session_1_0_2_w031_a002610,saccade,1,1,153.689,131.059,16.154,866.0,,154.0,132.0,16.321,0.991,0.99
saccade_user10_right_session_1_0_2_w041_a000410,saccade,1,1,249.304,118.942,16.97,953.0,,249.0,119.0,16.96,0.31,1.001
saccade_user10_right_session_1_0_2_w051_a000510,saccade,1,1,226.322,111.911,18.984,1186.0,,226.0,113.0,18.632,1.136,1.019
saccade_user10_right_session_1_0_2_w061_a000610,saccade,1,1,196.765,105.765,18.428,1117.0,,196.0,106.0,17.764,0.801,1.037
saccade_user10_right_session_1_0_2_w071_a000810,saccade,1,1,202.806,100.551,17.582,1018.0,,202.0,101.0,17.371,0.923,1.012
saccade_user10_right_session_1_0_2_w081_a001210,saccade,1,1,267.224,104.606,7.473,173.0,,262.0,97.0,13.168,9.227,0.568
saccade_user10_right_session_1_0_2_w091_a001410,saccade,1,1,209.242,77.922,14.556,707.0,,209.0,78.0,14.978,0.254,0.972
saccade_user10_right_session_1_0_2_w101_a001510,saccade,1,1,183.38,80.436,14.44,694.0,,183.0,81.0,14.489,0.68,0.997
saccade_user10_right_session_1_0_2_w111_a002610,saccade,1,1,188.951,93.274,16.539,905.0,,189.0,94.0,16.733,0.728,0.988
saccade_user1_left_session_1_0_2_w000_a000410,saccade,1,1,203.864,162.772,22.245,1618.0,,204.0,163.0,22.327,0.265,0.996
saccade_user1_left_session_1_0_2_w010_a000510,saccade,1,1,190.911,158.3,21.278,1482.0,,191.0,158.0,21.48,0.313,0.991
saccade_user1_left_session_1_0_2_w020_a000610,saccade,1,1,177.138,153.257,19.687,1273.0,,178.0,154.0,20.037,1.138,0.982
saccade_user1_left_session_1_0_2_w030_a000710,saccade,1,1,159.516,149.499,17.965,1065.0,,159.0,150.0,18.639,0.719,0.964
saccade_user1_left_session_1_0_2_w040_a001310,saccade,1,1,142.845,136.447,15.624,812.0,,143.0,136.0,16.358,0.473,0.955
saccade_user1_left_session_1_0_2_w050_a001410,saccade,1,1,145.273,133.792,14.839,732.0,,145.0,134.0,16.145,0.343,0.919
saccade_user1_left_session_1_0_2_w060_a001510,saccade,1,1,225.094,148.546,19.035,1192.0,,225.0,148.0,19.961,0.554,0.954
saccade_user1_left_session_1_0_2_w070_a001610,saccade,1,1,219.359,145.562,19.594,1262.0,,219.0,145.0,20.163,0.667,0.972
saccade_user1_left_session_1_0_2_w080_a001810,saccade,1,1,197.866,129.791,16.478,898.0,,198.0,130.0,17.07,0.248,0.965
saccade_user1_right_session_1_0_2_w090_a000310,saccade,1,1,153.618,118.502,17.188,977.0,,154.0,119.0,17.347,0.628,0.991
saccade_user1_right_session_1_0_2_w100_a000410,saccade,1,1,229.363,156.006,18.714,1154.0,,229.0,156.0,19.169,0.363,0.976
saccade_user1_right_session_1_0_2_w110_a000610,saccade,1,1,206.285,143.761,18.373,1112.0,,206.0,144.0,18.683,0.372,0.983
saccade_user1_right_session_1_0_2_w120_a000710,saccade,1,1,189.236,138.479,17.706,1033.0,,189.0,139.0,18.169,0.572,0.975
saccade_user1_right_session_1_0_2_w129_a000910,saccade,1,1,162.571,132.039,18.407,1115.0,,162.0,132.0,18.508,0.572,0.995
saccade_user1_right_session_1_0_2_w137_a001310,saccade,1,1,164.853,116.002,17.136,970.0,,165.0,116.0,17.137,0.147,1.0
saccade_user1_right_session_1_0_2_w144_a001410,saccade,1,1,166.762,114.145,16.221,874.0,,166.0,114.0,15.985,0.776,1.015
saccade_user1_right_session_1_0_2_w149_a001510,saccade,1,1,241.362,143.347,15.258,776.0,,241.0,143.0,15.579,0.501,0.979
saccade_user1_right_session_1_0_2_w153_a001810,saccade,1,1,223.164,118.921,14.832,733.0,,223.0,119.0,15.168,0.182,0.978
saccade_user2_left_session_1_0_2_w002_a000210,saccade,1,1,205.61,137.932,16.419,893.0,,206.0,138.0,16.747,0.396,0.98
saccade_user2_left_session_1_0_2_w012_a000410,saccade,1,1,198.85,138.73,17.106,967.0,,199.0,139.0,17.388,0.309,0.984
saccade_user2_left_session_1_0_2_w022_a000810,saccade,1,1,147.491,131.277,16.498,901.0,,147.0,131.0,17.03,0.564,0.969
saccade_user2_left_session_1_0_2_w032_a001010,saccade,1,1,199.153,117.587,16.555,908.0,,199.0,118.0,16.624,0.441,0.996
saccade_user2_left_session_1_0_2_w042_a001210,saccade,1,1,184.076,111.911,14.529,704.0,,184.0,112.0,14.732,0.117,0.986
saccade_user2_left_session_1_0_2_w052_a001310,saccade,1,1,157.34,110.714,13.179,583.0,,157.0,111.0,13.6,0.445,0.969
saccade_user2_left_session_1_0_2_w062_a001510,saccade,1,1,137.207,117.911,10.513,359.0,,137.0,117.0,11.669,0.934,0.901
saccade_user2_right_session_1_0_2_w072_a000410,saccade,1,1,215.698,149.052,15.852,835.0,,215.0,149.0,16.035,0.7,0.989
saccade_user2_right_session_1_0_2_w082_a000510,saccade,1,1,174.902,150.265,17.108,968.0,,175.0,151.0,17.161,0.742,0.997
