user,eye,code,motion,speed
1,left,102,smooth,70.93
1,left,102,smooth,118.88
1,left,102,smooth,764.41
1,left,102,smooth,173.98
1,left,102,smooth,49.89
1,left,102,smooth,241.35
1,left,102,smooth,334.46
1,left,102,smooth,997.84
1,left,102,smooth,116.54
1,left,102,smooth,39.88
1,left,102,smooth,150.46
1,left,102,smooth,680.88
1,left,102,smooth,294.28
1,left,102,smooth,96.4
1,left,102,smooth,221.68
1,left,102,smooth,70.3
1,left,102,smooth,17.09
1,left,102,smooth,3.32
1,left,102,smooth,277.55
1,left,102,smooth,224.74
1,left,102,smooth,295.5
1,left,102,smooth,2.27
1,left,102,smooth,378.87
1,left,102,smooth,58.53
1,left,102,smooth,23.16
1,left,102,smooth,875.17
1,left,102,smooth,412.8
1,left,102,smooth,74.51
1,left,102,smooth,4.64
1,left,102,smooth,282.74
1,left,102,smooth,22.64
1,left,102,smooth,411.86
1,left,102,smooth,675.45
1,left,102,smooth,127.66
1,left,102,smooth,317.51
1,left,102,smooth,18.58
1,left,102,smooth,185.43
1,left,102,smooth,261.66
1,left,102,smooth,42.93
1,left,102,smooth,200.53
1,left,102,smooth,380.07
1,left,102,smooth,603.75
1,left,102,smooth,75.9
1,left,102,smooth,53.35
1,left,102,smooth,657.78
1,left,102,smooth,249.73
1,left,102,smooth,467.0
1,left,102,smooth,381.58
1,left,102,smooth,3021.9
1,left,102,smooth,395.69
1,left,102,smooth,477.65
1,left,102,smooth,377.67
1,left,102,smooth,873.63
1,left,102,smooth,39.98
1,left,102,smooth,1.03
1,left,102,smooth,0.0
1,left,102,smooth,115.21
1,left,102,smooth,0.0
1,left,102,smooth,9.48
1,left,102,smooth,323.38
1,left,102,smooth,114.13
1,left,102,smooth,194.34
1,left,102,smooth,3.48
1,left,102,smooth,314.0
1,left,102,smooth,105.71
1,left,102,smooth,446.47
1,left,102,smooth,43.4
1,left,102,smooth,496.43
1,left,102,smooth,366.45
1,left,102,smooth,129.52
1,left,102,smooth,86.55
1,left,102,smooth,220.54
1,left,102,smooth,16.65
1,left,102,smooth,12.88
1,left,102,smooth,200.85
1,left,102,smooth,159.34
1,left,102,smooth,47.63
1,left,102,smooth,254.09
1,left,102,smooth,75.08
1,left,102,smooth,17.39
1,left,102,smooth,7.21
1,left,102,smooth,593.98
1,left,102,smooth,13.16
1,left,102,smooth,451.65
1,left,102,smooth,334.11
1,left,102,smooth,24.28
1,left,102,smooth,131.29
1,left,102,smooth,56.58
1,left,102,smooth,206.01
1,left,102,smooth,270.56
1,left,102,smooth,82.17
1,left,102,smooth,18.06
1,left,102,smooth,93.04
1,left,102,smooth,296.03
1,left,102,smooth,54.85
1,left,102,smooth,1.97
1,left,102,smooth,415.62
1,left,102,smooth,14.72
1,left,102,smooth,145.68
1,left,102,smooth,118.57
1,left,102,smooth,24.02
1,left,102,smooth,693.69
1,left,102,smooth,137.08
1,left,102,smooth,396.01
1,left,102,smooth,164.78
1,left,102,smooth,12.76
1,left,102,smooth,45.61
1,left,102,smooth,8.73
1,left,102,smooth,738.04
1,left,102,smooth,465.63
1,left,102,smooth,195.07
1,left,102,smooth,900.57
1,left,102,smooth,738.09
1,left,102,smooth,20.09
1,left,102,smooth,13.45
1,left,102,smooth,478.98
1,left,102,smooth,90.84
1,left,102,smooth,219.16
1,left,102,smooth,3.71
1,left,102,smooth,319.67
1,left,102,smooth,471.94
1,left,102,smooth,1075.88
1,left,102,smooth,249.27
1,left,102,smooth,594.48
1,left,102,smooth,15.69
1,left,102,smooth,49.12
1,left,102,smooth,521.39
1,left,102,smooth,185.1
1,left,102,smooth,15.67
1,left,102,smooth,54.74
1,left,102,smooth,1081.2
1,left,102,smooth,34.28
1,left,102,smooth,74.17
1,left,102,smooth,257.64
1,left,102,smooth,3.75
1,left,102,smooth,212.93
1,left,102,smooth,897.79
1,left,102,smooth,596.78
1,left,102,smooth,39.9
1,left,102,smooth,89.0
1,left,102,smooth,529.7
1,left,102,smooth,0.38
1,left,102,smooth,7.58
1,left,102,smooth,25.52
1,left,102,smooth,58.36
1,left,102,smooth,174.05
1,left,102,smooth,2333.25
1,left,102,smooth,25.46
1,left,102,smooth,98.26
1,left,102,smooth,91.42
1,left,102,smooth,86.49
1,left,102,smooth,546.22
1,left,102,smooth,0.84
1,left,102,smooth,268.94
1,left,102,smooth,2.75
1,left,102,smooth,1188.04
1,left,102,smooth,572.25
1,left,102,smooth,651.09
1,left,102,smooth,2.9
1,left,102,smooth,15.69
1,left,102,smooth,104.17
1,left,102,smooth,340.83
1,left,102,smooth,269.82
1,left,102,smooth,107.97
1,left,102,smooth,6.58
1,left,102,smooth,97.79
1,left,102,smooth,24.97
1,left,102,smooth,65.4
1,left,102,smooth,460.0
1,left,102,smooth,35.43
1,left,102,smooth,18.04
1,left,102,smooth,12.25
1,left,102,smooth,32.25
1,left,102,smooth,55.67
1,left,102,smooth,28.02
1,left,102,smooth,188.13
1,left,102,smooth,3.56
1,left,102,smooth,288.82
1,left,102,smooth,575.43
1,left,102,smooth,62.83
1,left,102,smooth,10.86
1,left,102,smooth,201.24
1,left,102,smooth,306.4
1,left,102,smooth,501.68
1,left,102,smooth,1896.23
1,left,102,smooth,359.18
1,left,102,smooth,119.79
1,left,102,smooth,450.17
1,left,102,smooth,577.59
1,left,102,smooth,0.0
1,left,102,smooth,49.25
1,left,102,smooth,245.28
1,left,102,smooth,188.7
1,left,102,smooth,127.37
1,left,102,smooth,73.21
1,left,102,smooth,125.14
1,left,102,smooth,796.42
1,left,102,smooth,2.99
1,left,102,smooth,31.46
1,left,102,smooth,81.77
1,left,102,smooth,4.73
1,left,102,smooth,109.41
1,left,102,smooth,532.95
1,left,102,smooth,106.26
1,left,102,smooth,315.98
1,left,102,smooth,240.67
1,left,102,smooth,408.84
1,left,102,smooth,32.44
1,left,102,smooth,312.5
1,left,102,smooth,60.09
1,left,102,smooth,174.28
1,left,102,smooth,406.23
1,left,102,smooth,61.76
1,left,102,smooth,0.0
1,left,102,smooth,322.11
1,left,102,smooth,47.2
1,left,102,smooth,4.92
1,left,102,smooth,1636.82
1,left,102,smooth,13.28
1,left,102,smooth,4.96
1,left,102,smooth,301.48
1,left,102,smooth,637.18
1,left,102,smooth,228.98
1,left,102,smooth,610.46
1,left,102,smooth,215.93
1,left,102,smooth,1361.18
1,left,102,smooth,271.35
1,left,102,smooth,75.2
1,left,102,smooth,130.3
1,left,102,smooth,99.58
1,left,102,smooth,637.46
1,left,102,smooth,8.05
1,left,102,smooth,11.3
1,left,102,smooth,24.94
1,left,102,smooth,244.67
1,left,102,smooth,153.68
1,left,102,smooth,425.05
1,left,102,smooth,49.31
1,left,102,smooth,133.91
1,left,102,smooth,159.26
1,left,102,smooth,213.43
1,left,102,smooth,466.24
1,left,102,smooth,267.66
1,left,102,smooth,296.95
1,left,102,smooth,431.8
1,left,102,smooth,188.88
1,left,102,smooth,27.85
1,left,102,smooth,140.06
1,left,102,smooth,0.43
1,left,102,smooth,352.02
1,left,102,smooth,113.32
1,left,102,smooth,67.74
1,left,102,smooth,443.99
1,left,102,smooth,412.12
1,left,102,smooth,49.15
1,left,102,smooth,13.7
1,left,102,smooth,232.32
1,left,102,smooth,368.55
1,left,102,smooth,0.28
1,left,102,smooth,26.11
1,left,102,smooth,193.34
1,left,102,smooth,128.51
1,left,102,smooth,50.41
1,left,102,smooth,39.68
1,left,102,smooth,305.23
1,left,102,smooth,3.66
1,left,102,smooth,158.43
1,left,102,smooth,28.69
1,left,102,smooth,5.65
1,left,102,smooth,180.36
1,left,102,smooth,11247.62
1,left,102,smooth,70.99
1,left,102,smooth,15.38
1,left,102,smooth,119.06
1,left,102,smooth,626.72
1,left,102,smooth,44.35
1,left,102,smooth,7.97
1,left,102,smooth,45.89
1,left,102,smooth,42.26
1,left,102,smooth,3.35
1,left,102,smooth,5.92
1,left,102,smooth,601.37
1,left,102,smooth,183.57
1,left,102,smooth,67.84
1,left,102,smooth,7.84
1,left,102,smooth,446.33
1,left,102,smooth,24.19
1,left,102,smooth,47.61
1,left,102,smooth,93.42
1,left,102,smooth,29.7
1,left,102,smooth,153.04
1,left,102,smooth,305.48
1,left,102,smooth,5.83
1,left,102,smooth,109.52
1,left,102,smooth,366.69
1,left,102,smooth,81.12
1,left,102,smooth,5.2
1,left,102,smooth,8.74
1,left,102,smooth,2.38
1,left,102,smooth,142.37
1,left,102,smooth,363.02
1,left,102,smooth,28.19
1,left,102,smooth,121.37
1,left,102,smooth,658.79
1,left,102,smooth,415.7
1,left,102,smooth,313.41
1,left,102,smooth,3.49
1,left,102,smooth,22.47
1,left,102,smooth,658.44
1,left,102,smooth,74.99
1,left,102,smooth,22.28
1,left,102,smooth,258.44
1,left,102,smooth,318.47
1,left,102,smooth,9.44
1,left,102,smooth,3.57
1,left,102,smooth,174.79
1,left,102,smooth,91.04
1,left,102,smooth,314.94
1,left,102,smooth,216.7
1,left,102,smooth,58.82
1,left,102,smooth,71.59
1,left,102,smooth,1039.44
1,left,102,smooth,17.74
1,left,102,smooth,0.0
1,left,102,smooth,6.35
1,left,102,smooth,548.32
1,left,102,smooth,111.61
1,left,102,smooth,18.63
1,left,102,smooth,355.28
1,left,102,smooth,46.62
1,left,102,smooth,5.12
1,left,102,smooth,9.78
1,left,102,smooth,2.25
1,left,102,smooth,196.63
1,left,102,smooth,57.6
1,left,102,smooth,306.1
1,left,102,smooth,60.16
1,left,102,smooth,4.48
1,left,102,smooth,6.44
1,left,102,smooth,10.79
1,left,102,smooth,0.5
1,left,102,smooth,1075.98
1,left,102,smooth,240.64
1,left,102,smooth,27.25
1,left,102,smooth,1529.65
1,left,102,smooth,233.18
1,left,102,smooth,1.22
1,left,102,smooth,13.64
1,left,102,smooth,52.93
1,left,102,smooth,216.38
1,left,102,smooth,194.59
1,left,102,smooth,165.38
1,left,102,smooth,246.14
1,left,102,smooth,6.04
1,left,102,smooth,13.16
1,left,102,smooth,947.07
1,left,102,smooth,226.28
1,left,102,smooth,404.54
1,left,102,smooth,2.77
1,left,102,smooth,10.63
1,left,102,smooth,70.15
1,left,102,smooth,31.62
1,left,102,smooth,87.92
1,left,102,smooth,206.0
1,left,102,smooth,136.52
1,left,102,smooth,427.06
1,left,102,smooth,150.03
1,left,102,smooth,151.46
1,left,102,smooth,23.54
1,left,102,smooth,91.89
1,left,102,smooth,58.7
1,left,102,smooth,423.94
1,left,102,smooth,3.59
1,left,102,smooth,637.25
1,left,102,smooth,296.95
1,left,102,smooth,49.67
1,left,102,smooth,7.2
1,left,102,smooth,521.88
1,left,102,smooth,596.52
1,left,102,smooth,3.95
1,left,102,smooth,280.99
1,left,102,smooth,53.66
1,left,102,smooth,28.77
1,left,102,smooth,260.16
1,left,102,smooth,155.18
1,left,102,smooth,685.98
1,left,102,smooth,69.91
1,left,102,smooth,99.73
1,left,102,smooth,135.52
1,left,102,smooth,226.66
1,left,102,smooth,27.11
1,left,102,smooth,1279.5
1,left,102,smooth,192.98
1,left,102,smooth,33.43
1,left,102,smooth,8.45
1,left,102,smooth,359.97
1,left,102,smooth,1.57
1,left,102,smooth,18.26
1,left,102,smooth,225.67
1,left,102,smooth,124.52
1,left,102,smooth,253.38
1,left,102,smooth,170.79
1,left,102,smooth,263.57
1,left,102,smooth,178.81
1,left,102,smooth,387.36
1,left,102,smooth,296.65
1,left,102,smooth,0.32
1,left,102,smooth,963.55
1,left,102,smooth,194.98
1,left,102,smooth,82.55
1,left,102,smooth,1051.94
1,left,102,smooth,536.96
1,left,102,smooth,353.84
1,left,102,smooth,360.19
1,left,102,smooth,95.65
1,left,102,smooth,534.13
1,left,102,smooth,12.2
1,left,102,smooth,804.66
1,left,102,smooth,114.69
1,left,102,smooth,64.91
1,left,102,smooth,14.16
1,left,102,smooth,2925.02
1,left,102,smooth,34.86
1,left,102,smooth,149.64
1,left,102,smooth,22.6
1,left,102,smooth,32.49
1,left,102,smooth,111.03
1,left,102,smooth,289.84
1,left,102,smooth,366.42
1,left,102,smooth,1024.85
1,left,102,smooth,362.19
1,left,102,smooth,240.9
1,left,102,smooth,26.53
1,left,102,smooth,90.09
1,left,102,smooth,15.28
1,left,102,smooth,115.1
1,left,102,smooth,391.08
1,left,102,smooth,124.22
1,left,102,smooth,889.88
1,left,102,smooth,223.87
1,left,102,smooth,1075.25
1,left,102,smooth,86.6
1,left,102,smooth,119.31
1,left,102,smooth,50.13
1,left,102,smooth,102.69
1,left,102,smooth,18.75
1,left,102,smooth,68.26
1,left,102,smooth,358.42
1,left,102,smooth,0.57
1,left,102,smooth,1991.46
1,left,102,smooth,648.59
1,left,102,smooth,31.51
1,left,102,smooth,1201.83
1,left,102,smooth,45.61
1,left,102,smooth,1745.98
1,left,102,smooth,19.71
1,left,102,smooth,38.21
1,left,102,smooth,96.52
1,left,102,smooth,10.6
1,left,102,smooth,220.81
1,left,102,smooth,368.65
1,left,102,smooth,432.57
1,left,102,smooth,156.43
1,left,102,smooth,189.48
1,left,102,smooth,118.33
1,left,102,smooth,335.31
1,left,102,smooth,96.85
1,left,102,smooth,22.31
1,left,102,smooth,61.44
1,left,102,smooth,305.75
1,left,102,smooth,33.82
1,left,102,smooth,207.16
1,left,102,smooth,362.41
1,left,102,smooth,178.53
1,left,102,smooth,1038.74
1,left,102,smooth,82.95
1,left,102,smooth,222.28
1,left,102,smooth,807.5
1,left,102,smooth,194.75
1,left,102,smooth,30.15
1,left,102,smooth,370.68
1,left,102,smooth,71.78
1,left,102,smooth,59.75
1,left,102,smooth,4.32
1,left,102,smooth,581.96
1,left,102,smooth,1145.44
1,left,102,smooth,20.87
1,left,102,smooth,144.1
1,left,102,smooth,114.04
1,left,102,smooth,54.35
1,left,102,smooth,47.42
1,left,102,smooth,482.8
1,left,102,smooth,153.25
1,left,102,smooth,497.16
1,left,102,smooth,372.22
1,left,102,smooth,0.0
1,left,102,smooth,178.72
1,left,102,smooth,967.18
1,left,102,smooth,5.35
1,left,102,smooth,154.46
1,left,102,smooth,303.73
1,left,102,smooth,39.1
1,left,102,smooth,256.12
1,left,102,smooth,478.52
1,left,102,smooth,10.56
1,left,102,smooth,32.26
1,left,102,smooth,61.84
1,left,102,smooth,0.0
1,left,102,smooth,102.75
1,left,102,smooth,794.15
1,left,102,smooth,43.17
1,left,102,smooth,57.72
1,left,102,smooth,7.48
1,left,102,smooth,990.61
1,left,102,smooth,732.65
1,left,102,smooth,188.21
1,left,102,smooth,17.39
1,left,102,smooth,107.19
1,left,102,smooth,253.56
1,left,102,smooth,5.99
1,left,102,smooth,7.33
1,left,102,smooth,9.77
1,left,102,smooth,91.23
1,left,102,smooth,198.29
1,left,102,smooth,0.0
1,left,102,smooth,131.92
1,left,102,smooth,65.02
1,left,102,smooth,239.75
1,left,102,smooth,974.02
1,left,102,smooth,7.14
1,left,102,smooth,161.43
1,left,102,smooth,13.31
1,left,102,smooth,4225.91
1,left,102,smooth,32.41
1,left,102,smooth,521.65
1,left,102,smooth,34.91
1,left,102,smooth,87.28
1,left,102,smooth,3.66
1,left,102,smooth,277.08
1,left,102,smooth,391.94
1,left,102,smooth,1043.57
1,left,102,smooth,657.52
1,left,102,smooth,178.02
1,left,102,smooth,129.38
1,left,102,smooth,81.3
1,left,102,smooth,58.42
1,left,102,smooth,46.92
1,left,102,smooth,1096.74
1,left,102,smooth,36.91
1,left,102,smooth,0.0
1,left,102,smooth,189.89
1,left,102,smooth,5.73
1,left,102,smooth,331.85
1,left,102,smooth,311.63
1,left,102,smooth,389.22
1,left,102,smooth,373.54
1,left,102,smooth,605.5
1,left,102,smooth,8.57
1,left,102,smooth,189.11
1,left,102,smooth,484.83
1,left,102,smooth,42.75
1,left,102,smooth,162.14
1,left,102,smooth,104.83
1,left,102,smooth,82.8
1,left,102,smooth,892.55
1,left,102,smooth,455.8
1,left,102,smooth,6.97
1,left,102,smooth,121.51
1,left,102,smooth,166.76
1,left,102,smooth,137.49
1,left,102,smooth,1335.73
1,left,102,smooth,37.45
1,left,102,smooth,54.28
1,left,102,smooth,408.93
1,left,102,smooth,1121.76
1,left,102,smooth,160.8
1,left,102,smooth,484.21
1,left,102,smooth,61.63
1,left,102,smooth,8.36
1,left,102,smooth,30.01
1,left,102,smooth,144.13
1,left,102,smooth,0.0
1,left,102,smooth,73.66
1,left,102,smooth,23.98
1,left,102,smooth,20.18
1,left,102,smooth,0.0
1,left,102,smooth,315.82
1,left,102,smooth,2667.51
1,left,102,smooth,823.27
1,left,102,smooth,92.77
1,left,102,smooth,1.33
1,left,102,smooth,46.15
1,left,102,smooth,139.52
1,left,102,smooth,324.68
1,left,102,smooth,544.73
1,left,102,smooth,252.89
1,left,102,smooth,25.85
1,left,102,smooth,297.94
1,left,102,smooth,94.96
1,left,102,smooth,368.06
1,left,102,smooth,137.14
1,left,102,smooth,12.42
1,left,102,smooth,69.44
1,left,102,smooth,250.64
1,left,102,smooth,77.42
1,left,102,smooth,3.16
1,left,102,smooth,123.02
1,left,102,smooth,234.33
1,left,102,smooth,46.59
1,left,102,smooth,434.7
1,left,102,smooth,0.0
1,left,102,smooth,85.7
1,left,102,smooth,396.78
1,left,102,smooth,200.37
1,left,102,smooth,708.22
1,left,102,smooth,57.86
1,left,102,smooth,136.61
1,left,102,smooth,3.15
1,left,102,smooth,322.82
1,left,102,smooth,627.66
1,left,102,smooth,199.92
1,left,102,smooth,224.9
1,left,102,smooth,601.64
1,left,102,smooth,144.31
1,left,102,smooth,253.13
1,left,102,smooth,16.1
1,left,102,smooth,20.89
1,left,102,smooth,4858.26
1,left,102,smooth,175.86
1,left,102,smooth,258.12
1,left,102,smooth,199.58
1,left,102,smooth,31.65
1,left,102,smooth,78.74
1,left,102,smooth,14.36
1,left,102,smooth,16.05
1,left,102,smooth,119.73
1,left,102,smooth,64.9
1,left,102,smooth,16.7
1,left,102,smooth,8.59
1,left,102,smooth,44.18
1,left,102,smooth,266.61
1,left,102,smooth,3.2
1,left,102,smooth,230.6
1,left,102,smooth,15.75
1,left,102,smooth,83.22
1,left,102,smooth,1.15
1,left,102,smooth,12.55
1,left,102,smooth,120.9
1,left,102,smooth,4.71
1,left,102,smooth,33.98
1,left,102,smooth,4.42
1,left,102,smooth,1009.79
1,left,102,smooth,37.81
1,left,102,smooth,37.91
1,left,102,smooth,237.61
1,left,102,smooth,116.03
1,left,102,smooth,408.89
1,left,102,smooth,22.16
1,left,102,smooth,23.37
1,left,102,smooth,36.78
1,left,102,smooth,358.15
1,left,102,smooth,53.05
1,left,102,smooth,97.26
1,left,102,smooth,1.38
1,left,102,smooth,526.47
1,left,102,smooth,15.88
1,left,102,smooth,116.02
1,left,102,smooth,10.63
1,left,102,smooth,84.69
1,left,102,smooth,400.95
1,left,102,smooth,116.89
1,left,102,smooth,350.62
1,left,102,smooth,91.16
1,left,102,smooth,0.41
1,left,102,smooth,15.6
1,left,102,smooth,98.94
1,left,102,smooth,523.92
1,left,102,smooth,174.09
1,left,102,smooth,30.46
1,left,102,smooth,300.39
1,left,102,smooth,850.48
1,left,102,smooth,40.05
1,left,102,smooth,23.14
1,left,102,smooth,29.59
1,left,102,smooth,282.06
1,left,102,smooth,1564.81
1,left,102,smooth,0.0
1,left,102,smooth,17.49
1,left,102,smooth,153.97
1,left,102,smooth,166.9
1,left,102,smooth,216.33
1,left,102,smooth,0.93
1,left,102,smooth,1.43
1,left,102,smooth,92.45
1,left,102,smooth,25.94
1,left,102,smooth,2.76
1,left,102,smooth,258.85
1,left,102,smooth,19.88
1,left,102,smooth,399.12
1,left,102,smooth,20.75
1,left,102,smooth,67.83
1,left,102,smooth,118.81
1,left,102,smooth,13.45
1,left,102,smooth,130.91
1,left,102,smooth,57.72
1,left,102,smooth,1040.32
1,left,102,smooth,34.84
1,left,102,smooth,95.12
1,left,102,smooth,4538.34
1,left,102,smooth,2.23
1,left,102,smooth,58.11
1,left,102,smooth,3.29
1,left,102,smooth,25.7
1,left,102,smooth,106.78
1,left,102,smooth,769.45
1,left,102,smooth,54.4
1,left,102,smooth,51.59
1,left,102,smooth,97.35
1,left,102,smooth,43.41
1,left,102,smooth,15.4
1,left,102,smooth,127.08
1,left,102,smooth,202.22
1,left,102,smooth,26.9
1,left,102,smooth,70.43
1,left,102,smooth,148.39
1,left,102,smooth,484.35
1,left,102,smooth,680.52
1,left,102,smooth,557.88
1,left,102,smooth,316.11
1,left,102,smooth,575.28
1,left,102,smooth,608.63
1,left,102,smooth,59.73
1,left,102,smooth,8.49
1,left,102,smooth,88.35
1,left,102,smooth,210.14
1,left,102,smooth,443.05
1,left,102,smooth,72.81
1,left,102,smooth,91.71
1,left,102,smooth,1.03
1,left,102,smooth,24.87
1,left,102,smooth,520.01
1,left,102,smooth,348.8
1,left,102,smooth,87.89
1,left,102,smooth,1041.83
1,left,102,smooth,400.51
1,left,102,smooth,700.61
1,left,102,smooth,184.51
1,left,102,smooth,95.66
1,left,102,smooth,148.09
1,left,102,smooth,330.2
1,left,102,smooth,21.69
1,left,102,smooth,256.64
1,left,102,smooth,7.82
1,left,102,smooth,52.88
1,left,102,smooth,0.87
1,left,102,smooth,106.58
1,left,102,smooth,41.75
1,left,102,smooth,337.12
1,left,102,smooth,70.2
1,left,102,smooth,13.41
1,left,102,smooth,0.0
1,left,102,smooth,88.35
1,left,102,smooth,550.98
1,left,102,smooth,213.56
1,left,102,smooth,209.76
1,left,102,smooth,110.13
1,left,102,smooth,772.69
1,left,102,smooth,9.51
1,left,102,smooth,0.32
1,left,102,smooth,541.13
1,left,102,smooth,31.75
1,left,102,smooth,38.78
1,left,102,smooth,1.5
1,left,102,smooth,1299.07
1,left,102,smooth,167.85
1,left,102,smooth,85.66
1,left,102,smooth,267.36
1,left,102,smooth,709.62
1,left,102,smooth,15.81
1,left,102,smooth,22.56
1,left,102,smooth,67.56
1,left,102,smooth,143.91
1,left,102,smooth,103.3
1,left,102,smooth,44.03
1,left,102,smooth,0.0
1,left,102,smooth,27.73
1,left,102,smooth,344.38
1,left,102,smooth,0.0
1,left,102,smooth,51.45
1,left,102,smooth,10.98
1,left,102,smooth,17.23
1,left,102,smooth,17.75
1,left,102,smooth,6.1
1,left,102,smooth,99.27
1,left,102,smooth,131.46
1,left,102,smooth,8038.56
1,left,102,smooth,884.34
1,left,102,smooth,430.63
1,left,102,smooth,19.41
1,left,102,smooth,77.65
1,left,102,smooth,260.54
1,left,102,smooth,194.26
1,left,102,smooth,1.82
1,left,102,smooth,2.22
1,left,102,smooth,243.48
1,left,102,smooth,444.45
1,left,102,smooth,882.12
1,left,102,smooth,87.06
1,left,102,smooth,188.33
1,left,102,smooth,99.18
1,left,102,smooth,8.26
1,left,102,smooth,38.74
1,left,102,smooth,3.44
1,left,102,smooth,31.69
1,left,102,smooth,550.61
1,left,102,smooth,0.0
1,left,102,smooth,247.35
1,left,102,smooth,477.29
1,left,102,smooth,133.42
1,left,102,smooth,18.01
1,left,102,smooth,164.47
1,left,102,smooth,84.35
1,left,102,smooth,200.48
1,left,102,smooth,3.54
1,left,102,smooth,219.05
1,left,102,smooth,418.22
1,left,102,smooth,0.0
1,left,102,smooth,312.79
1,left,102,smooth,539.9
1,left,102,smooth,561.74
1,left,102,smooth,92.28
1,left,102,smooth,54.22
1,left,102,smooth,75.27
1,left,102,smooth,288.46
1,left,102,smooth,17.13
1,left,102,smooth,31.51
1,left,102,smooth,1051.84
1,left,102,smooth,104.91
1,left,102,smooth,12.0
1,left,102,smooth,212.71
1,left,102,smooth,293.3
1,left,102,smooth,70.74
1,left,102,smooth,101.42
1,left,102,smooth,270.23
1,left,102,smooth,97.25
1,left,102,smooth,500.6
1,left,102,smooth,664.51
1,left,102,smooth,238.97
1,left,102,smooth,157.73
1,left,102,smooth,905.77
1,left,102,smooth,635.11
1,left,102,smooth,79.54
1,left,102,smooth,394.93
1,left,102,smooth,187.91
1,left,102,smooth,144.54
1,left,102,smooth,22.95
1,left,102,smooth,0.27
1,left,102,smooth,122.79
1,left,102,smooth,68.26
1,left,102,smooth,209.62
1,left,102,smooth,239.97
1,left,102,smooth,274.32
1,left,102,smooth,61.99
1,left,102,smooth,169.03
1,left,102,smooth,241.81
1,left,102,smooth,0.0
1,left,102,smooth,15.04
1,left,102,smooth,55.5
1,left,102,smooth,216.07
1,left,102,smooth,123.38
1,left,102,smooth,1.5
1,left,102,smooth,380.01
1,left,102,smooth,0.0
1,left,102,smooth,0.44
1,left,102,smooth,125.28
1,left,102,smooth,372.76
1,left,102,smooth,330.78
1,left,102,smooth,39.06
1,left,102,smooth,277.87
1,left,102,smooth,612.87
1,left,102,smooth,18.42
1,left,102,smooth,13.14
1,left,102,smooth,7.65
1,left,102,smooth,31.94
1,left,102,smooth,0.26
1,left,102,smooth,39.56
1,left,102,smooth,767.56
1,left,102,smooth,169.87
1,left,102,smooth,24.58
1,left,102,smooth,62.44
1,left,102,smooth,700.63
1,left,102,smooth,165.6
1,left,102,smooth,13.03
1,left,102,smooth,91.75
1,left,102,smooth,12.21
1,left,102,smooth,59.03
1,left,102,smooth,40.42
1,left,102,smooth,100.51
1,left,102,smooth,236.31
1,left,102,smooth,87.02
1,left,102,smooth,0.0
1,left,102,smooth,220.6
1,left,102,smooth,55.44
1,left,102,smooth,168.9
1,left,102,smooth,151.67
1,left,102,smooth,11.17
1,left,102,smooth,412.66
1,left,102,smooth,316.55
1,left,102,smooth,962.48
1,left,102,smooth,236.12
1,left,102,smooth,60.79
1,left,102,smooth,691.15
1,left,102,smooth,36.1
1,left,102,smooth,54.15
1,left,102,smooth,373.63
1,left,102,smooth,20.79
1,left,102,smooth,41.25
1,left,102,smooth,135.57
1,left,102,smooth,7.48
1,left,102,smooth,231.35
1,left,102,smooth,171.01
1,left,102,smooth,43.06
