key,motion,role,user,eye,session,frame_index,frame_ts_us,has_gt,gt_cx,gt_cy,gt_rx,gt_ry,gt_theta,unet_valid,unet_cx,unet_cy,unet_area,src_frame,dst_frame
fixation_user1_left_session_1_0_2_w000_a000010,fixation,neighbor,user1,left,session_1_0_2,15,1657711085017717,False,,,,,,True,166.462,137.371,1244,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000015_1657711085017717.png,../samples/frame/fixation_user1_left_session_1_0_2_w000_a000010/000015_1657711085017717.png
fixation_user1_left_session_1_0_2_w010_a000110,fixation,neighbor,user1,left,session_1_0_2,105,1657711088617720,False,,,,,,True,166.439,138.218,1220,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000105_1657711088617720.png,../samples/frame/fixation_user1_left_session_1_0_2_w010_a000110/000105_1657711088617720.png
fixation_user1_left_session_1_0_2_w010_a000110,fixation,neighbor,user1,left,session_1_0_2,106,1657711088657720,False,,,,,,True,166.554,138.35,1226,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000106_1657711088657720.png,../samples/frame/fixation_user1_left_session_1_0_2_w010_a000110/000106_1657711088657720.png
fixation_user1_left_session_1_0_2_w010_a000110,fixation,neighbor,user1,left,session_1_0_2,107,1657711088697720,False,,,,,,True,166.315,138.322,1235,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000107_1657711088697720.png,../samples/frame/fixation_user1_left_session_1_0_2_w010_a000110/000107_1657711088697720.png
fixation_user1_left_session_1_0_2_w010_a000110,fixation,neighbor,user1,left,session_1_0_2,108,1657711088737720,False,,,,,,True,166.392,138.413,1251,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000108_1657711088737720.png,../samples/frame/fixation_user1_left_session_1_0_2_w010_a000110/000108_1657711088737720.png
fixation_user1_left_session_1_0_2_w010_a000110,fixation,neighbor,user1,left,session_1_0_2,109,1657711088777720,False,,,,,,True,166.339,138.464,1264,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000109_1657711088777720.png,../samples/frame/fixation_user1_left_session_1_0_2_w010_a000110/000109_1657711088777720.png
fixation_user1_left_session_1_0_2_w010_a000110,fixation,anchor,user1,left,session_1_0_2,110,1657711088817720,True,167.0,140.0,21.744,19.25,2.348,True,166.487,138.418,1278,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000110_1657711088817720.png,../samples/frame/fixation_user1_left_session_1_0_2_w010_a000110/000110_1657711088817720.png
fixation_user1_left_session_1_0_2_w010_a000110,fixation,neighbor,user1,left,session_1_0_2,111,1657711088857720,False,,,,,,True,166.309,138.33,1293,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000111_1657711088857720.png,../samples/frame/fixation_user1_left_session_1_0_2_w010_a000110/000111_1657711088857720.png
fixation_user1_left_session_1_0_2_w010_a000110,fixation,neighbor,user1,left,session_1_0_2,112,1657711088897720,False,,,,,,True,166.47,138.293,1314,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000112_1657711088897720.png,../samples/frame/fixation_user1_left_session_1_0_2_w010_a000110/000112_1657711088897720.png
fixation_user1_left_session_1_0_2_w010_a000110,fixation,neighbor,user1,left,session_1_0_2,113,1657711088937720,False,,,,,,True,166.57,138.289,1331,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000113_1657711088937720.png,../samples/frame/fixation_user1_left_session_1_0_2_w010_a000110/000113_1657711088937720.png
fixation_user1_left_session_1_0_2_w010_a000110,fixation,neighbor,user1,left,session_1_0_2,114,1657711088977720,False,,,,,,True,166.391,138.282,1347,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000114_1657711088977720.png,../samples/frame/fixation_user1_left_session_1_0_2_w010_a000110/000114_1657711088977720.png
fixation_user1_left_session_1_0_2_w010_a000110,fixation,neighbor,user1,left,session_1_0_2,115,1657711089017720,False,,,,,,True,166.347,138.344,1353,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000115_1657711089017720.png,../samples/frame/fixation_user1_left_session_1_0_2_w010_a000110/000115_1657711089017720.png
fixation_user1_left_session_1_0_2_w020_a000210,fixation,neighbor,user1,left,session_1_0_2,205,1657711092617723,False,,,,,,True,218.291,160.965,1392,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000205_1657711092617723.png,../samples/frame/fixation_user1_left_session_1_0_2_w020_a000210/000205_1657711092617723.png
fixation_user1_left_session_1_0_2_w020_a000210,fixation,neighbor,user1,left,session_1_0_2,206,1657711092657723,False,,,,,,True,217.996,160.694,1384,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000206_1657711092657723.png,../samples/frame/fixation_user1_left_session_1_0_2_w020_a000210/000206_1657711092657723.png
fixation_user1_left_session_1_0_2_w020_a000210,fixation,neighbor,user1,left,session_1_0_2,207,1657711092697723,False,,,,,,True,218.415,160.656,1399,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000207_1657711092697723.png,../samples/frame/fixation_user1_left_session_1_0_2_w020_a000210/000207_1657711092697723.png
fixation_user1_left_session_1_0_2_w020_a000210,fixation,neighbor,user1,left,session_1_0_2,208,1657711092737723,False,,,,,,True,218.359,160.683,1371,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000208_1657711092737723.png,../samples/frame/fixation_user1_left_session_1_0_2_w020_a000210/000208_1657711092737723.png
fixation_user1_left_session_1_0_2_w020_a000210,fixation,neighbor,user1,left,session_1_0_2,209,1657711092777723,False,,,,,,True,218.41,160.54,1379,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000209_1657711092777723.png,../samples/frame/fixation_user1_left_session_1_0_2_w020_a000210/000209_1657711092777723.png
fixation_user1_left_session_1_0_2_w020_a000210,fixation,anchor,user1,left,session_1_0_2,210,1657711092817723,True,219.0,162.0,20.25,22.239,2.995,True,218.361,160.566,1377,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000210_1657711092817723.png,../samples/frame/fixation_user1_left_session_1_0_2_w020_a000210/000210_1657711092817723.png
fixation_user1_left_session_1_0_2_w020_a000210,fixation,neighbor,user1,left,session_1_0_2,211,1657711092857723,False,,,,,,True,218.423,160.634,1363,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000211_1657711092857723.png,../samples/frame/fixation_user1_left_session_1_0_2_w020_a000210/000211_1657711092857723.png
fixation_user1_left_session_1_0_2_w020_a000210,fixation,neighbor,user1,left,session_1_0_2,212,1657711092897723,False,,,,,,True,218.493,160.714,1338,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000212_1657711092897723.png,../samples/frame/fixation_user1_left_session_1_0_2_w020_a000210/000212_1657711092897723.png
fixation_user1_left_session_1_0_2_w020_a000210,fixation,neighbor,user1,left,session_1_0_2,213,1657711092937723,False,,,,,,True,218.387,160.668,1311,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000213_1657711092937723.png,../samples/frame/fixation_user1_left_session_1_0_2_w020_a000210/000213_1657711092937723.png
fixation_user1_left_session_1_0_2_w020_a000210,fixation,neighbor,user1,left,session_1_0_2,214,1657711092977723,False,,,,,,True,218.46,160.619,1293,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000214_1657711092977723.png,../samples/frame/fixation_user1_left_session_1_0_2_w020_a000210/000214_1657711092977723.png
fixation_user1_left_session_1_0_2_w020_a000210,fixation,neighbor,user1,left,session_1_0_2,215,1657711093017723,False,,,,,,True,218.219,160.539,1269,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000215_1657711093017723.png,../samples/frame/fixation_user1_left_session_1_0_2_w020_a000210/000215_1657711093017723.png
fixation_user1_left_session_1_0_2_w030_a000310,fixation,neighbor,user1,left,session_1_0_2,305,1657711096617726,False,,,,,,True,138.856,136.534,938,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000305_1657711096617726.png,../samples/frame/fixation_user1_left_session_1_0_2_w030_a000310/000305_1657711096617726.png
fixation_user1_left_session_1_0_2_w030_a000310,fixation,neighbor,user1,left,session_1_0_2,306,1657711096657726,False,,,,,,True,139.073,136.495,941,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000306_1657711096657726.png,../samples/frame/fixation_user1_left_session_1_0_2_w030_a000310/000306_1657711096657726.png
fixation_user1_left_session_1_0_2_w030_a000310,fixation,neighbor,user1,left,session_1_0_2,307,1657711096697726,False,,,,,,True,138.143,136.739,932,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000307_1657711096697726.png,../samples/frame/fixation_user1_left_session_1_0_2_w030_a000310/000307_1657711096697726.png
fixation_user1_left_session_1_0_2_w030_a000310,fixation,neighbor,user1,left,session_1_0_2,308,1657711096737726,False,,,,,,True,133.689,136.491,721,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000308_1657711096737726.png,../samples/frame/fixation_user1_left_session_1_0_2_w030_a000310/000308_1657711096737726.png
fixation_user1_left_session_1_0_2_w030_a000310,fixation,neighbor,user1,left,session_1_0_2,309,1657711096777726,False,,,,,,True,133.806,136.554,715,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000309_1657711096777726.png,../samples/frame/fixation_user1_left_session_1_0_2_w030_a000310/000309_1657711096777726.png
fixation_user1_left_session_1_0_2_w030_a000310,fixation,anchor,user1,left,session_1_0_2,310,1657711096817726,True,135.0,138.0,11.25,21.013,-2.534,True,133.841,136.606,691,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000310_1657711096817726.png,../samples/frame/fixation_user1_left_session_1_0_2_w030_a000310/000310_1657711096817726.png
fixation_user1_left_session_1_0_2_w030_a000310,fixation,neighbor,user1,left,session_1_0_2,311,1657711096857726,False,,,,,,True,133.753,136.553,683,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000311_1657711096857726.png,../samples/frame/fixation_user1_left_session_1_0_2_w030_a000310/000311_1657711096857726.png
fixation_user1_left_session_1_0_2_w030_a000310,fixation,neighbor,user1,left,session_1_0_2,312,1657711096897726,False,,,,,,True,133.802,136.471,673,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000312_1657711096897726.png,../samples/frame/fixation_user1_left_session_1_0_2_w030_a000310/000312_1657711096897726.png
fixation_user1_left_session_1_0_2_w030_a000310,fixation,neighbor,user1,left,session_1_0_2,313,1657711096937726,False,,,,,,True,133.882,136.269,661,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000313_1657711096937726.png,../samples/frame/fixation_user1_left_session_1_0_2_w030_a000310/000313_1657711096937726.png
fixation_user1_left_session_1_0_2_w030_a000310,fixation,neighbor,user1,left,session_1_0_2,314,1657711096977726,False,,,,,,True,133.698,136.011,650,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000314_1657711096977726.png,../samples/frame/fixation_user1_left_session_1_0_2_w030_a000310/000314_1657711096977726.png
fixation_user1_left_session_1_0_2_w030_a000310,fixation,neighbor,user1,left,session_1_0_2,315,1657711097017726,False,,,,,,True,133.155,136.599,644,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000315_1657711097017726.png,../samples/frame/fixation_user1_left_session_1_0_2_w030_a000310/000315_1657711097017726.png
fixation_user1_left_session_1_0_2_w040_a000910,fixation,neighbor,user1,left,session_1_0_2,905,1657711120617745,False,,,,,,True,132.563,150.393,766,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000905_1657711120617745.png,../samples/frame/fixation_user1_left_session_1_0_2_w040_a000910/000905_1657711120617745.png
fixation_user1_left_session_1_0_2_w040_a000910,fixation,neighbor,user1,left,session_1_0_2,906,1657711120657745,False,,,,,,True,133.124,150.022,780,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000906_1657711120657745.png,../samples/frame/fixation_user1_left_session_1_0_2_w040_a000910/000906_1657711120657745.png
fixation_user1_left_session_1_0_2_w040_a000910,fixation,neighbor,user1,left,session_1_0_2,907,1657711120697745,False,,,,,,True,133.742,149.868,796,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000907_1657711120697745.png,../samples/frame/fixation_user1_left_session_1_0_2_w040_a000910/000907_1657711120697745.png
fixation_user1_left_session_1_0_2_w040_a000910,fixation,neighbor,user1,left,session_1_0_2,908,1657711120737745,False,,,,,,True,137.753,148.753,877,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000908_1657711120737745.png,../samples/frame/fixation_user1_left_session_1_0_2_w040_a000910/000908_1657711120737745.png
fixation_user1_left_session_1_0_2_w040_a000910,fixation,neighbor,user1,left,session_1_0_2,909,1657711120777745,False,,,,,,True,138.45,148.388,873,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000909_1657711120777745.png,../samples/frame/fixation_user1_left_session_1_0_2_w040_a000910/000909_1657711120777745.png
fixation_user1_left_session_1_0_2_w040_a000910,fixation,anchor,user1,left,session_1_0_2,910,1657711120817745,True,140.0,150.0,14.5,19.313,0.371,True,139.36,148.145,884,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000910_1657711120817745.png,../samples/frame/fixation_user1_left_session_1_0_2_w040_a000910/000910_1657711120817745.png
fixation_user1_left_session_1_0_2_w040_a000910,fixation,neighbor,user1,left,session_1_0_2,911,1657711120857745,False,,,,,,True,140.566,147.931,900,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000911_1657711120857745.png,../samples/frame/fixation_user1_left_session_1_0_2_w040_a000910/000911_1657711120857745.png
fixation_user1_left_session_1_0_2_w040_a000910,fixation,neighbor,user1,left,session_1_0_2,912,1657711120897746,False,,,,,,True,141.44,147.471,923,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000912_1657711120897746.png,../samples/frame/fixation_user1_left_session_1_0_2_w040_a000910/000912_1657711120897746.png
fixation_user1_left_session_1_0_2_w040_a000910,fixation,neighbor,user1,left,session_1_0_2,913,1657711120937746,False,,,,,,True,145.738,146.234,969,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000913_1657711120937746.png,../samples/frame/fixation_user1_left_session_1_0_2_w040_a000910/000913_1657711120937746.png
fixation_user1_left_session_1_0_2_w040_a000910,fixation,neighbor,user1,left,session_1_0_2,914,1657711120977746,False,,,,,,True,147.223,145.4,973,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000914_1657711120977746.png,../samples/frame/fixation_user1_left_session_1_0_2_w040_a000910/000914_1657711120977746.png
fixation_user1_left_session_1_0_2_w040_a000910,fixation,neighbor,user1,left,session_1_0_2,915,1657711121017746,False,,,,,,True,148.285,145.144,958,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/000915_1657711121017746.png,../samples/frame/fixation_user1_left_session_1_0_2_w040_a000910/000915_1657711121017746.png
fixation_user1_left_session_1_0_2_w050_a001110,fixation,neighbor,user1,left,session_1_0_2,1105,1657711128617752,False,,,,,,True,135.174,144.039,726,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001105_1657711128617752.png,../samples/frame/fixation_user1_left_session_1_0_2_w050_a001110/001105_1657711128617752.png
fixation_user1_left_session_1_0_2_w050_a001110,fixation,neighbor,user1,left,session_1_0_2,1106,1657711128657752,False,,,,,,True,134.939,143.98,732,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001106_1657711128657752.png,../samples/frame/fixation_user1_left_session_1_0_2_w050_a001110/001106_1657711128657752.png
fixation_user1_left_session_1_0_2_w050_a001110,fixation,neighbor,user1,left,session_1_0_2,1107,1657711128697752,False,,,,,,True,134.904,143.956,732,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001107_1657711128697752.png,../samples/frame/fixation_user1_left_session_1_0_2_w050_a001110/001107_1657711128697752.png
fixation_user1_left_session_1_0_2_w050_a001110,fixation,neighbor,user1,left,session_1_0_2,1108,1657711128737752,False,,,,,,True,134.883,143.745,745,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001108_1657711128737752.png,../samples/frame/fixation_user1_left_session_1_0_2_w050_a001110/001108_1657711128737752.png
fixation_user1_left_session_1_0_2_w050_a001110,fixation,neighbor,user1,left,session_1_0_2,1109,1657711128777752,False,,,,,,True,134.914,143.645,754,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001109_1657711128777752.png,../samples/frame/fixation_user1_left_session_1_0_2_w050_a001110/001109_1657711128777752.png
fixation_user1_left_session_1_0_2_w050_a001110,fixation,anchor,user1,left,session_1_0_2,1110,1657711128817752,True,136.0,144.0,12.54,21.5,0.41,True,134.997,143.512,770,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001110_1657711128817752.png,../samples/frame/fixation_user1_left_session_1_0_2_w050_a001110/001110_1657711128817752.png
fixation_user1_left_session_1_0_2_w050_a001110,fixation,neighbor,user1,left,session_1_0_2,1111,1657711128857752,False,,,,,,True,135.322,143.564,769,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001111_1657711128857752.png,../samples/frame/fixation_user1_left_session_1_0_2_w050_a001110/001111_1657711128857752.png
fixation_user1_left_session_1_0_2_w050_a001110,fixation,neighbor,user1,left,session_1_0_2,1112,1657711128897752,False,,,,,,True,135.677,143.286,774,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001112_1657711128897752.png,../samples/frame/fixation_user1_left_session_1_0_2_w050_a001110/001112_1657711128897752.png
fixation_user1_left_session_1_0_2_w050_a001110,fixation,neighbor,user1,left,session_1_0_2,1113,1657711128937752,False,,,,,,True,135.292,143.045,780,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001113_1657711128937752.png,../samples/frame/fixation_user1_left_session_1_0_2_w050_a001110/001113_1657711128937752.png
fixation_user1_left_session_1_0_2_w050_a001110,fixation,neighbor,user1,left,session_1_0_2,1114,1657711128977752,False,,,,,,True,135.528,142.603,776,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001114_1657711128977752.png,../samples/frame/fixation_user1_left_session_1_0_2_w050_a001110/001114_1657711128977752.png
fixation_user1_left_session_1_0_2_w050_a001110,fixation,neighbor,user1,left,session_1_0_2,1115,1657711129017752,False,,,,,,True,136.493,141.912,769,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001115_1657711129017752.png,../samples/frame/fixation_user1_left_session_1_0_2_w050_a001110/001115_1657711129017752.png
fixation_user1_left_session_1_0_2_w060_a001210,fixation,neighbor,user1,left,session_1_0_2,1205,1657711132617755,False,,,,,,True,140.323,140.356,677,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001205_1657711132617755.png,../samples/frame/fixation_user1_left_session_1_0_2_w060_a001210/001205_1657711132617755.png
fixation_user1_left_session_1_0_2_w060_a001210,fixation,neighbor,user1,left,session_1_0_2,1206,1657711132657755,False,,,,,,True,139.786,140.327,669,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001206_1657711132657755.png,../samples/frame/fixation_user1_left_session_1_0_2_w060_a001210/001206_1657711132657755.png
fixation_user1_left_session_1_0_2_w060_a001210,fixation,neighbor,user1,left,session_1_0_2,1207,1657711132697755,False,,,,,,True,139.484,140.28,676,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001207_1657711132697755.png,../samples/frame/fixation_user1_left_session_1_0_2_w060_a001210/001207_1657711132697755.png
fixation_user1_left_session_1_0_2_w060_a001210,fixation,neighbor,user1,left,session_1_0_2,1208,1657711132737755,False,,,,,,True,139.276,140.594,678,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001208_1657711132737755.png,../samples/frame/fixation_user1_left_session_1_0_2_w060_a001210/001208_1657711132737755.png
fixation_user1_left_session_1_0_2_w060_a001210,fixation,neighbor,user1,left,session_1_0_2,1209,1657711132777755,False,,,,,,True,137.952,140.551,662,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001209_1657711132777755.png,../samples/frame/fixation_user1_left_session_1_0_2_w060_a001210/001209_1657711132777755.png
fixation_user1_left_session_1_0_2_w060_a001210,fixation,anchor,user1,left,session_1_0_2,1210,1657711132817755,True,139.0,142.0,12.0,19.134,-2.637,True,137.779,140.598,664,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001210_1657711132817755.png,../samples/frame/fixation_user1_left_session_1_0_2_w060_a001210/001210_1657711132817755.png
fixation_user1_left_session_1_0_2_w060_a001210,fixation,neighbor,user1,left,session_1_0_2,1211,1657711132857755,False,,,,,,True,137.479,140.47,676,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001211_1657711132857755.png,../samples/frame/fixation_user1_left_session_1_0_2_w060_a001210/001211_1657711132857755.png
fixation_user1_left_session_1_0_2_w060_a001210,fixation,neighbor,user1,left,session_1_0_2,1212,1657711132897755,False,,,,,,True,137.584,140.116,681,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001212_1657711132897755.png,../samples/frame/fixation_user1_left_session_1_0_2_w060_a001210/001212_1657711132897755.png
fixation_user1_left_session_1_0_2_w060_a001210,fixation,neighbor,user1,left,session_1_0_2,1213,1657711132937755,False,,,,,,True,137.444,139.927,674,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001213_1657711132937755.png,../samples/frame/fixation_user1_left_session_1_0_2_w060_a001210/001213_1657711132937755.png
fixation_user1_left_session_1_0_2_w060_a001210,fixation,neighbor,user1,left,session_1_0_2,1214,1657711132977755,False,,,,,,True,137.513,139.803,680,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001214_1657711132977755.png,../samples/frame/fixation_user1_left_session_1_0_2_w060_a001210/001214_1657711132977755.png
fixation_user1_left_session_1_0_2_w060_a001210,fixation,neighbor,user1,left,session_1_0_2,1215,1657711133017755,False,,,,,,True,137.852,139.424,677,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001215_1657711133017755.png,../samples/frame/fixation_user1_left_session_1_0_2_w060_a001210/001215_1657711133017755.png
fixation_user1_left_session_1_0_2_w070_a001710,fixation,neighbor,user1,left,session_1_0_2,1705,1657711152617771,False,,,,,,True,207.697,133.006,975,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001705_1657711152617771.png,../samples/frame/fixation_user1_left_session_1_0_2_w070_a001710/001705_1657711152617771.png
fixation_user1_left_session_1_0_2_w070_a001710,fixation,neighbor,user1,left,session_1_0_2,1706,1657711152657771,False,,,,,,True,207.861,133.367,951,/mnt/e/DATASET/eveye/raw_data/Data_davis/user1/left/session_1_0_2/frames/001706_1657711152657771.png,../samples/frame/fixation_user1_left_session_1_0_2_w070_a001710/001706_1657711152657771.png
