filename,cx,cy,w,h,angle,confident
000214.png,126.19017791748047,116.647705078125,34.142330169677734,25.588577270507812,-1.182626485824585,0.9947748184204102
000215.png,126.19009399414062,116.63371276855469,34.12953186035156,25.59113121032715,-1.181739091873169,0.9948450326919556
000216.png,126.18916320800781,116.6343994140625,34.12464141845703,25.586708068847656,-1.1825287342071533,0.9948540329933167
000217.png,126.18498992919922,116.63703155517578,34.12699890136719,25.589557647705078,-1.1820597648620605,0.9948640465736389
000218.png,126.18316650390625,116.63774871826172,34.12599563598633,25.58832359313965,-1.1821398735046387,0.9948660135269165
000219.png,126.18084716796875,116.64043426513672,34.13383865356445,25.593294143676758,-1.1822264194488525,0.9948728680610657
000220.png,126.19666290283203,116.64239501953125,34.15602111816406,25.59222412109375,-1.1820260286331177,0.9948247671127319
000221.png,126.19933319091797,116.64421844482422,34.15259552001953,25.58818244934082,-1.182116985321045,0.9948019981384277
000222.png,126.20033264160156,116.64268493652344,34.15791702270508,25.588531494140625,-1.1816657781600952,0.9947928786277771
000223.png,126.20068359375,116.64717864990234,34.14174270629883,25.5771484375,-1.1815757751464844,0.9947562217712402
000224.png,126.197509765625,116.63919067382812,34.16291046142578,25.592679977416992,-1.1822811365127563,0.9947704672813416
000225.png,126.19864654541016,116.64177703857422,34.164127349853516,25.59601593017578,-1.1818174123764038,0.994775652885437
000226.png,126.19656372070312,116.6474380493164,34.146705627441406,25.59122657775879,-1.1823344230651855,0.9947576522827148
000227.png,126.195556640625,116.64734649658203,34.16462707519531,25.5952091217041,-1.1818369626998901,0.9948219060897827
000228.png,126.19136810302734,116.65885925292969,34.15327072143555,25.584402084350586,-1.1815650463104248,0.9947648048400879
000229.png,126.16793060302734,116.66854095458984,34.19282913208008,25.62334442138672,-1.1808958053588867,0.9949806332588196
000230.png,126.16346740722656,116.66961669921875,34.18284606933594,25.60688591003418,-1.1823521852493286,0.9949435591697693
000231.png,126.16315460205078,116.66786193847656,34.187740325927734,25.606456756591797,-1.1823350191116333,0.9949671626091003
000232.png,126.16016387939453,116.66600799560547,34.175113677978516,25.59764289855957,-1.1822506189346313,0.9949356317520142
000233.png,126.16377258300781,116.66809844970703,34.18706130981445,25.602153778076172,-1.181537389755249,0.9949433207511902
000234.png,126.16471099853516,116.66905212402344,34.18950271606445,25.6035213470459,-1.181586503982544,0.9949597120285034
000235.png,126.16658020019531,116.66558837890625,34.19211196899414,25.60580825805664,-1.1815671920776367,0.9949570298194885
000236.png,126.17149353027344,116.66194152832031,34.19215774536133,25.60723114013672,-1.1817400455474854,0.9949316382408142
000237.png,126.1744613647461,116.65988159179688,34.19960403442383,25.61322784423828,-1.1815414428710938,0.9949599504470825
000238.png,126.17103576660156,116.66133117675781,34.18666458129883,25.61488151550293,-1.1823374032974243,0.9949315190315247
000239.png,126.1727294921875,116.66426086425781,34.18416213989258,25.62081527709961,-1.1819393634796143,0.9949883222579956
000240.png,126.1787338256836,116.60917663574219,34.25276184082031,25.690549850463867,-1.1800851821899414,0.995318591594696
000241.png,126.19316864013672,116.53398895263672,34.440372467041016,25.76858139038086,-1.172804594039917,0.9955788254737854
000242.png,126.1939468383789,116.5312728881836,34.451168060302734,25.774250030517578,-1.1733415126800537,0.9955804944038391
000243.png,126.19055938720703,116.5379867553711,34.4348030090332,25.762514114379883,-1.1732536554336548,0.9955679774284363
000244.png,126.1809310913086,116.49710083007812,34.51534652709961,25.822772979736328,-1.171746015548706,0.9956328272819519
000245.png,126.1911849975586,116.49873352050781,34.51169204711914,25.801403045654297,-1.1721837520599365,0.9956334233283997
000246.png,126.18170928955078,116.50811004638672,34.485965728759766,25.793621063232422,-1.173358678817749,0.9955965876579285
000247.png,126.18925476074219,116.50922393798828,34.49485397338867,25.78385353088379,-1.172800064086914,0.9955839514732361
000248.png,126.18480682373047,116.50745391845703,34.501007080078125,25.794649124145508,-1.1728098392486572,0.9956251978874207
000249.png,126.18414306640625,116.51393127441406,34.50874710083008,25.788055419921875,-1.1728711128234863,0.9955964684486389
000250.png,126.18302917480469,116.51343536376953,34.49946594238281,25.78581428527832,-1.1728692054748535,0.9955946803092957
