archive_path,ext,decision,dest,reason
docs/analysis/no-board-results/p0_report_collection_2026_06_27/hls_modules.csv,.csv,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/analysis/no-board-results/p0_report_collection_2026_06_27/hls_modules.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/analysis/no-board-results/p0_report_collection_2026_06_27/hls_top_variants.csv,.csv,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/analysis/no-board-results/p0_report_collection_2026_06_27/summary.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/analysis/no-board-results/VIVADO_PROGRESS_2026_06_27.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/analysis/NO_BOARD_PERFORMANCE_EXPERIMENT_PLAN_2026_06_26.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/architecture/DIRECTORY_LAYOUT.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/architecture/xr_accel/HBTXR_ARCH_FREEZE.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/architecture/xr_accel/HBTXR_CYCLIC_IMPLEMENTATION.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/CHOICE.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/DeiT-Tiny C-Syn Results.png,.png,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/Execution.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/HARDWARE_IMPORT_MANIFEST.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/legacy/legacy_artifact_index_2026_06_12.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/legacy/legacy_experiment_analysis_2026_06_12.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/Master-Plan.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/plans/active/2026-07-29-hardware-reconstruction.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/references/vit_accel/BOARD_RUNBOOKS.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/CHECKLIST.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/DEPLOYMENT_RUN_SCRIPTS.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/experiments/deit_tiny_baseline/full_deit_tiny_fit/step2_hls_resource_summary.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/experiments/deit_tiny_baseline_ooc_rerun/full_deit_tiny_fit/step2_hls_resource_summary.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/experiments/pnr/deit_tiny_full_multi_board_status_20260410.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/experiments/pnr/vck190_deit_tiny_full_status_20260410.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/experiments/pnr/vck190_step4_ooc_status_20260408.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/experiments/pnr/zcu102_deit_tiny_full_status_20260410.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/experiments/pnr/zcu102_step4_bitstream_status_20260408.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/experiments/pnr/zu15eg_deit_tiny_full_status_20260410.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/experiments/README.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/references/vit_accel/experiments/vck190/deit_tiny_baseline/full_deit_tiny_fit/step5_vck190_pnr_summary.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/experiments/zu15eg/deit_tiny_baseline/full_deit_tiny_fit/step2_hls_resource_summary.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/FUNCTION_CALL_STACK.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/HISTORY.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/LOCAL_SETUP.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/MERGE_STATUS.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/MULTI_BOARD_VALIDATION.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/PIPELINE_OVERVIEW.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/PLAN.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/PROGRESS_2026_04_15.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/PROJECT_STRUCTURE.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/README.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/references/vit_accel/SRC_CASE_ANALYSIS.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/references/vit_accel/SRC_CASE_DIAGRAMS.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/references/vit_accel/SRC_CASE_MICROARCH.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/references/vit_accel/SRC_CASE_MODULE_GUIDE.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/SRC_CASE_PARALLELISM_TUNING.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/references/vit_accel/TRAINING_EVALUATION_AND_METRICS.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/VCK190_DOCKER_BASELINE.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/VCK190_ZU15EG_PARAMETER_COMPARISON.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/references/vit_accel/VIVADO_ONLY_FLOW.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/reports/2026-07-29-hardware-census.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/reports/c3b_attention_qkv_mlp_block_resource_report_2026_06_23.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/reports/c3b_board_measurement_attempt_2026_06_23.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/reports/c3b_resource_power_latency_tables_2026_06_23.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/e2e_resource_matrix_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/e2e_resource_matrix_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_blocker_closure_readiness_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_blocker_closure_readiness_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_evidence_manifest_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_evidence_manifest_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_operator_handoff_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_operator_handoff_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_operator_handoff_validation_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_operator_handoff_validation_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_signoff_audit_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_signoff_audit_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_signoff_bundle_validation_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_signoff_bundle_validation_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_unblock_candidate_audit_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_unblock_candidate_audit_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_unblock_closeout_packet_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_unblock_closeout_packet_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_unblock_closeout_packet_validation_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_unblock_closeout_packet_validation_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_unblock_commands_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_unblock_commands_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_unblock_intake_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/final_unblock_intake_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/hgpipe_lut_math_contract_validation_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/hgpipe_lut_math_validation_2026_06_09.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/hgpipe_operator_audit_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/hgpipe_operator_audit_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/q4w8a_s2_block_quantization_2026_06_08.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/s2_block_full_q4w8a_head64_outputs_2026_06_10.f32bin,.f32bin,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/resources/hgtxr_final_evidence/s2_block_full_q4w8a_head64_outputs_2026_06_10.npz,.npz,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/resources/hgtxr_final_evidence/s2_block_full_q4w8a_head64_outputs_hls_q8_2026_06_10.f32bin,.f32bin,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/resources/hgtxr_final_evidence/s2_block_full_q4w8a_head64_outputs_hls_q8_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/s2_block_full_q4w8a_head64_validation_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/s2_pytorch_golden_software_initial_q4w8a_head64_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/s2_pytorch_golden_software_initial_q4w8a_head64_2026_06_10.npz,.npz,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/resources/hgtxr_final_evidence/third_goal_requirements_trace_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/third_goal_requirements_trace_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/third_goal_source_audit_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_final_evidence/third_goal_source_audit_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/c3_par16_mem16_fastpath_csynth_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/c3_par16_mem8_csynth_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/c3b_axis_dma_board_candidate_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/c3b_axis_dma_smoke_bundle_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/c3b_board_smoke_readiness_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/c3b_board_smoke_readiness_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/c3b_physical_smoke_gate_audit_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/c3b_physical_smoke_gate_audit_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/c3b_smoke_candidate_discovery_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/c3b_smoke_candidate_discovery_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/c3b_smoke_result_contract_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/c3b_smoke_result_contract_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/c3b_smoke_transfer_manifest_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/c3b_smoke_transfer_manifest_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/cyclic_weight_layout_2026_06_06.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/cyclic_weight_packing_2026_06_06.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/deit_tiny_csyn_exceptions.csv,.csv,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/e2e_active16_resource_policy_matrix_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/e2e_axis_baseline_2026_06_09.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/e2e_axis_dma_c3b_mem16_smoke_bundle.tar.gz.sha256,.sha256,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/e2e_resource_matrix_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/e2e_resource_matrix_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/e2e_resource_policy_audit_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/e2e_resource_policy_audit_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_blocker_closure_readiness_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_blocker_closure_readiness_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_evidence_manifest_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_evidence_manifest_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_operator_handoff_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_operator_handoff_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_operator_handoff_validation_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_operator_handoff_validation_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_signoff_audit_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_signoff_audit_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_signoff_bundle_validation_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_signoff_bundle_validation_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_unblock_candidate_audit_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_unblock_candidate_audit_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_unblock_closeout_packet_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_unblock_closeout_packet_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_unblock_closeout_packet_validation_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_unblock_closeout_packet_validation_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_unblock_commands_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_unblock_commands_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_unblock_intake_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/final_unblock_intake_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/hgpipe_lut_math_contract_validation_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/hgpipe_lut_math_validation_2026_06_09.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/hgpipe_operator_audit_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/hgpipe_operator_audit_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/hgpipe_reference_analysis_2026_06_08.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/hls_csynth_summary_2026_06_06.csv,.csv,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/p2_vit_scale_calibration_report_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/p2_vit_scale_calibration_report_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/pynq_smoke_candidate_discovery_c3b_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/pynq_smoke_candidate_discovery_c3b_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/pynq_smoke_candidate_discovery_vref_p0_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/pynq_smoke_candidate_discovery_vref_p0_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
